neurotransmitter,neuron_class,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
gaba,neuron2,13472,15395,31365,31495,31904,32034,34557,34687,31430,31969,34622,31451,31959,34647,False
gaba,neuron2,13472,10580,30499,30629,36673,36803,30267,30397,30564,36738,30332,30552,36703,30345,False
gaba,neuron2,13472,12443,34345,34475,35080,35210,36821,36951,34410,35145,36886,34427,35151,36899,False
gaba,neuron2,13472,25295776333,31031,31161,38274,38404,31787,31917,31096,38339,31852,31096,38319,31853,False
gaba,neuron2,13472,25698972570,29954,30084,37308,37438,31912,32042,30019,37373,31977,30013,37358,31988,False
gaba,neuron2,13472,164491,29326,29456,35210,35340,30030,30160,29391,35275,30095,29402,35300,30101,False
gaba,neuron2,13472,175327,30499,30629,36673,36803,30267,30397,30564,36738,30332,30590,36735,30305,False
gaba,neuron2,13472,13918,24451,24581,39230,39360,33891,34021,24516,39295,33956,24510,39276,33970,False
gaba,neuron2,13472,28139873315,30024,30154,34289,34419,34820,34950,30089,34354,34885,30090,34369,34908,False
gaba,neuron2,13472,24485597288,29826,29956,39867,39997,30476,30606,29891,39932,30541,29897,39955,30546,False
gaba,neuron2,13472,24468066948,32016,32146,37201,37331,30650,30780,32081,37266,30715,32057,37273,30731,False
gaba,neuron2,13472,19758,34345,34475,35080,35210,36821,36951,34410,35145,36886,34415,35157,36899,False
gaba,neuron2,13472,19204,29749,29879,37179,37309,31352,31482,29814,37244,31417,29791,37254,31390,False
gaba,neuron2,13472,24262,30292,30422,38964,39094,31496,31626,30357,39029,31561,30354,39019,31548,False
gaba,neuron2,13472,23250958606,29652,29782,39193,39323,28956,29086,29717,39258,29021,29705,39249,29000,False
gaba,neuron2,13472,25295736942,30991,31121,38409,38539,31743,31873,31056,38474,31808,31045,38473,31784,False
gaba,neuron2,13472,11538,31388,31518,36514,36644,31541,31671,31453,36579,31606,31475,36585,31603,False
gaba,neuron2,13472,24036290126,29350,29480,34283,34413,29931,30061,29415,34348,29996,29392,34352,29978,False
gaba,neuron2,13472,16939,31235,31365,35921,36051,32715,32845,31300,35986,32780,31280,35979,32782,False
gaba,neuron2,13472,12600,31263,31393,36540,36670,34033,34163,31328,36605,34098,31301,36593,34103,False
gaba,neuron2,13472,152633,28952,29082,40129,40259,30949,31079,29017,40194,31014,29004,40193,31035,False
gaba,neuron2,13472,24514,30287,30417,39090,39220,32011,32141,30352,39155,32076,30376,39173,32075,False
gaba,neuron2,13472,25274465958,29979,30109,35231,35361,31246,31376,30044,35296,31311,30051,35273,31350,False
gaba,neuron2,13472,23611586303,26791,26921,32225,32355,29265,29395,26856,32290,29330,26882,32269,29323,False
gaba,neuron2,13472,28578023500,23302,23432,37935,38065,35769,35899,23367,38000,35834,23394,37995,35814,False
gaba,neuron2,13472,24046865026,28952,29082,35765,35895,30038,30168,29017,35830,30103,29023,35837,30076,False
gaba,neuron2,13472,26091127493,23232,23362,34752,34882,32311,32441,23297,34817,32376,23295,34806,32397,False
gaba,neuron2,13472,14428,33562,33692,36731,36861,34357,34487,33627,36796,34422,33627,36824,34437,False
gaba,neuron2,13472,23208195183,25439,25569,32993,33123,29253,29383,25504,33058,29318,25486,33056,29319,False
gaba,neuron2,13472,25706124673,31017,31147,38277,38407,31860,31990,31082,38342,31925,31093,38328,31921,False
gaba,neuron2,13472,17773,30991,31121,38409,38539,31743,31873,31056,38474,31808,31045,38489,31800,False
gaba,neuron2,13472,28132645451,28036,28166,33282,33412,35173,35303,28101,33347,35238,28070,33340,35225,False
gaba,neuron2,13472,24061248471,31801,31931,37489,37619,29829,29959,31866,37554,29894,31863,37570,29890,False
gaba,neuron2,13472,199616,23606,23736,33729,33859,30632,30762,23671,33794,30697,23680,33817,30675,False
gaba,neuron2,13472,24450187138,29930,30060,35277,35407,31317,31447,29995,35342,31382,29966,35346,31382,False
gaba,neuron3,14028,12875117307,26856,26986,22505,22635,16390,16520,26921,22570,16455,26891,22587,16429,False
gaba,neuron3,14028,14923468553,28080,28210,22099,22229,18672,18802,28145,22164,18737,28119,22133,18756,False
gaba,neuron3,14028,16568388512,27458,27588,22323,22453,20790,20920,27523,22388,20855,27517,22378,20872,False
gaba,neuron3,14028,15340903185,27692,27822,22938,23068,19342,19472,27757,23003,19407,27773,22999,19410,False
gaba,neuron3,14028,10830537395,27799,27929,23542,23672,13830,13960,27864,23607,13895,27885,23601,13907,False
gaba,neuron3,14028,13434,27509,27639,21314,21444,11176,11306,27574,21379,11241,27559,21391,11232,False
gaba,neuron3,14028,8389515377,26525,26655,26471,26601,10468,10598,26590,26536,10533,26590,26552,10555,False
gaba,neuron3,14028,10346,28569,28699,22269,22399,16503,16633,28634,22334,16568,28647,22349,16562,False
gaba,neuron3,14028,7151457342,27401,27531,25278,25408,9116,9246,27466,25343,9181,27448,25363,9158,False
gaba,neuron3,14028,17532,27544,27674,22441,22571,21850,21980,27609,22506,21915,27600,22482,21935,False
gaba,neuron3,14028,10184,28286,28416,21958,22088,16321,16451,28351,22023,16386,28344,22009,16403,False
gaba,neuron3,14028,7123112489,27027,27157,21520,21650,8766,8896,27092,21585,8831,27097,21600,8865,False
gaba,neuron3,14028,10830534209,27831,27961,23608,23738,13537,13667,27896,23673,13602,27889,23643,13608,False
gaba,neuron3,14028,17824216810,27849,27979,25473,25603,22632,22762,27914,25538,22697,27879,25559,22720,False
gaba,neuron3,14028,17532,29163,29293,23397,23527,13562,13692,29228,23462,13627,29225,23451,13647,False
gaba,neuron3,14028,10350,27708,27838,25525,25655,11713,11843,27773,25590,11778,27770,25555,11798,False
gaba,neuron3,14028,10894,25864,25994,22028,22158,7178,7308,25929,22093,7243,25897,22107,7263,False
gaba,neuron3,14028,7958209111,29771,29901,23369,23499,10162,10292,29836,23434,10227,29814,23437,10235,False
gaba,neuron3,14028,15344438965,27804,27934,23504,23634,19543,19673,27869,23569,19608,27871,23572,19626,False
gaba,neuron3,14028,14106263449,27315,27445,22106,22236,17789,17919,27380,22171,17854,27395,22189,17872,False
gaba,neuron3,14028,13706750563,30414,30544,23656,23786,17074,17204,30479,23721,17139,30463,23717,17172,False
gaba,neuron3,14028,10462,27436,27566,25109,25239,9182,9312,27501,25174,9247,27526,25162,9245,False
gaba,neuron3,14028,165672,30852,30982,22434,22564,13596,13726,30917,22499,13661,30904,22491,13676,False
gaba,neuron3,14028,11602,26264,26394,27058,27188,12273,12403,26329,27123,12338,26330,27094,12335,False
gaba,neuron3,14028,27009,27706,27836,25527,25657,11636,11766,27771,25592,11701,27748,25586,11707,False
gaba,neuron3,14028,5488697906,25838,25968,22049,22179,7225,7355,25903,22114,7290,25887,22121,7295,False
gaba,neuron3,14028,154829,30596,30726,25003,25133,12449,12579,30661,25068,12514,30677,25068,12520,False
gaba,neuron3,14028,9203270027,27708,27838,25525,25655,11713,11843,27773,25590,11778,27755,25579,11783,False
gaba,neuron3,14028,21741,26940,27070,22525,22655,16467,16597,27005,22590,16532,27014,22607,16533,False
gaba,neuron3,14028,16287,26353,26483,25895,26025,8751,8881,26418,25960,8816,26425,25976,8806,False
gaba,neuron3,14028,11274,30916,31046,22582,22712,13579,13709,30981,22647,13644,30974,22666,13647,False
gaba,neuron3,14028,7151422170,26713,26843,25511,25641,9273,9403,26778,25576,9338,26798,25562,9319,False
gaba,neuron3,14028,166438,31338,31468,23260,23390,16080,16210,31403,23325,16145,31379,23315,16115,False
gaba,neuron3,14028,9603085162,29265,29395,24005,24135,12236,12366,29330,24070,12301,29349,24061,12270,False
gaba,neuron3,14028,10586,30414,30544,23656,23786,17074,17204,30479,23721,17139,30479,23698,17160,False
gaba,neuron3,14028,12017,25394,25524,22566,22696,12753,12883,25459,22631,12818,25478,22643,12824,False
gaba,neuron3,14028,12082511928,23629,23759,26245,26375,15152,15282,23694,26310,15217,23709,26305,15220,False
gaba,neuron3,14028,6330479667,23610,23740,25139,25269,8195,8325,23675,25204,8260,23665,25236,8273,False
gaba,neuron3,14028,11219387042,24343,24473,20090,20220,13853,13983,24408,20155,13918,24389,20144,13940,False
gaba,neuron3,14028,11889,26119,26249,22582,22712,14256,14386,26184,22647,14321,26200,22666,14290,False
gaba,neuron3,14028,13144,30852,30982,22434,22564,13596,13726,30917,22499,13661,30896,22499,13654,False
gaba,neuron3,14028,12222,25977,26107,21993,22123,7355,7485,26042,22058,7420,26069,22045,7443,False
gaba,neuron3,14028,13278157318,23283,23413,21325,21455,16445,16575,23348,21390,16510,23330,21407,16528,False
gaba,neuron3,14028,34347,31664,31794,23287,23417,14451,14581,31729,23352,14516,31712,23387,14510,False
gaba,neuron3,14028,10462,29857,29987,23441,23571,9978,10108,29922,23506,10043,29918,23542,10056,False
gaba,neuron3,14028,17389098051,27544,27674,22441,22571,21850,21980,27609,22506,21915,27613,22480,21944,False
gaba,neuron3,14028,12367,28230,28360,22021,22151,16239,16369,28295,22086,16304,28284,22085,16318,False
gaba,neuron3,14028,7547858105,29773,29903,23137,23267,9620,9750,29838,23202,9685,29853,23220,9680,False
gaba,neuron3,14028,12645,26972,27102,22013,22143,12768,12898,27037,22078,12833,27068,22075,12851,False
gaba,neuron3,14028,12309,25232,25362,27185,27315,11106,11236,25297,27250,11171,25295,27250,11188,False
gaba,neuron4,14302,27700196500,16700,16830,29923,30053,34331,34461,16765,29988,34396,16801,29988,34405,False
gaba,neuron4,14302,26062124838,14244,14374,30658,30788,32558,32688,14309,30723,32623,14312,30737,32625,False
gaba,neuron4,14302,11432,13819,13949,35097,35227,30345,30475,13884,35162,30410,13909,35144,30402,False
gaba,neuron4,14302,16720,13750,13880,34463,34593,30690,30820,13815,34528,30755,13800,34517,30757,False
gaba,neuron4,14302,25255680183,15535,15665,32343,32473,31495,31625,15600,32408,31560,15597,32423,31567,False
gaba,neuron4,14302,28941482783,11668,11798,31274,31404,36008,36138,11733,31339,36073,11740,31361,36068,False
gaba,neuron4,14302,27081,13072,13202,33254,33384,32391,32521,13137,33319,32456,13159,33321,32474,False
gaba,neuron4,14302,25238343826,20315,20445,29815,29945,31336,31466,20380,29880,31401,20361,29876,31402,False
gaba,neuron4,14302,25669380500,13140,13270,33267,33397,32205,32335,13205,33332,32270,13214,33344,32258,False
gaba,neuron4,14302,11528,10632,10762,29908,30038,36516,36646,10697,29973,36581,10681,29975,36595,False
gaba,neuron4,14302,26062123539,14244,14374,30658,30788,32558,32688,14309,30723,32623,14321,30710,32634,False
gaba,neuron4,14302,10559,14415,14545,35019,35149,31270,31400,14480,35084,31335,14490,35094,31374,False
gaba,neuron4,14302,26886326787,13481,13611,31268,31398,33463,33593,13546,31333,33528,13524,31331,33527,False
gaba,neuron4,14302,27330,15388,15518,32220,32350,31499,31629,15453,32285,31564,15437,32297,31564,False
gaba,neuron4,14302,16720,16222,16352,30620,30750,34946,35076,16287,30685,35011,16279,30685,35035,False
gaba,neuron4,14302,24836,13905,14035,32053,32183,30750,30880,13970,32118,30815,13982,32118,30854,False
gaba,neuron4,14302,25658920774,15167,15297,31651,31781,31929,32059,15232,31716,31994,15243,31708,32032,False
gaba,neuron4,14302,226080,14379,14509,32337,32467,31740,31870,14444,32402,31805,14463,32397,31800,False
gaba,neuron4,14302,11385,14415,14545,35019,35149,31270,31400,14480,35084,31335,14456,35068,31329,False
gaba,neuron4,14302,24862938198,14415,14545,35019,35149,31270,31400,14480,35084,31335,14473,35097,31297,False
gaba,neuron4,14302,25251949010,13150,13280,32112,32242,31511,31641,13215,32177,31576,13201,32156,31581,False
gaba,neuron4,14302,26882912846,15224,15354,30276,30406,33718,33848,15289,30341,33783,15270,30364,33780,False
gaba,neuron4,14302,28103523987,16943,17073,28983,29113,35376,35506,17008,29048,35441,17003,29052,35461,False
gaba,neuron4,14302,10570,17481,17611,30018,30148,34743,34873,17546,30083,34808,17546,30087,34839,False
gaba,neuron4,14302,12588,17238,17368,35794,35924,37719,37849,17303,35859,37784,17313,35830,37778,False
gaba,neuron4,14302,24428017907,17324,17454,31805,31935,30627,30757,17389,31870,30692,17401,31863,30686,False
gaba,neuron4,14302,159349,11578,11708,31236,31366,35866,35996,11643,31301,35931,11663,31292,35906,False
gaba,neuron4,14302,25259101110,14416,14546,33196,33326,31573,31703,14481,33261,31638,14456,33275,31643,False
gaba,neuron4,14302,30201284035,17238,17368,35794,35924,37719,37849,17303,35859,37784,17305,35858,37807,False
gaba,neuron4,14302,25259140359,14416,14546,33196,33326,31573,31703,14481,33261,31638,14492,33280,31618,False
gaba,neuron4,14302,25269710250,14190,14320,34381,34511,31273,31403,14255,34446,31338,14252,34460,31330,False
gaba,neuron4,14302,25658808706,13385,13515,31420,31550,32186,32316,13450,31485,32251,13449,31505,32253,False
gaba,neuron4,14302,27303756013,13438,13568,31821,31951,33819,33949,13503,31886,33884,13496,31902,33882,False
gaba,neuron4,14302,24859362417,14190,14320,34381,34511,31273,31403,14255,34446,31338,14232,34455,31352,False
gaba,neuron4,14302,24428016693,17324,17454,31805,31935,30627,30757,17389,31870,30692,17383,31842,30672,False
gaba,neuron4,14302,24765,15254,15384,33318,33448,32066,32196,15319,33383,32131,15310,33364,32110,False
gaba,neuron4,14302,10671,12614,12744,30707,30837,33894,34024,12679,30772,33959,12677,30750,33966,False
gaba,neuron4,14302,101090,15029,15159,30404,30534,30044,30174,15094,30469,30109,15092,30470,30083,False
gaba,neuron4,14302,16092,14190,14320,34381,34511,31273,31403,14255,34446,31338,14250,34437,31314,False
gaba,neuron4,14302,27279121464,15291,15421,28592,28722,34274,34404,15356,28657,34339,15355,28657,34373,False
gaba,neuron4,14302,16973,14694,14824,31547,31677,27958,28088,14759,31612,28023,14762,31645,27999,False
gaba,neuron4,14302,23182883105,18279,18409,29368,29498,29230,29360,18344,29433,29295,18332,29419,29275,False
gaba,neuron4,14302,29748003615,10813,10943,29593,29723,37131,37261,10878,29658,37196,10884,29642,37201,False
gaba,neuron4,14302,17941,14415,14545,35019,35149,31270,31400,14480,35084,31335,14460,35085,31315,False
gaba,neuron4,14302,11459,20315,20445,29815,29945,31336,31466,20380,29880,31401,20400,29879,31427,False
gaba,neuron4,14302,12334,14717,14847,34156,34286,27109,27239,14782,34221,27174,14795,34250,27147,False
gaba,neuron4,14302,25252140675,15522,15652,32331,32461,31464,31594,15587,32396,31529,15624,32412,31513,False
gaba,neuron4,14302,19633,17976,18106,36407,36537,37318,37448,18041,36472,37383,18033,36454,37384,False
gaba,neuron4,14302,26886256746,12674,12804,30968,31098,33741,33871,12739,31033,33806,12741,31020,33825,False
gaba,neuron4,14302,27707000408,13176,13306,31009,31139,34552,34682,13241,31074,34617,13253,31065,34617,False
gaba,neuron5,17127,10200,16456,16586,22422,22552,36471,36601,16521,22487,36536,16535,22509,36522,False
gaba,neuron5,17127,10200,15188,15318,25074,25204,40777,40907,15253,25139,40842,15259,25144,40857,False
gaba,neuron5,17127,29288562387,16665,16795,22188,22318,36848,36978,16730,22253,36913,16739,22248,36926,False
gaba,neuron5,17127,13995,16594,16724,21505,21635,38158,38288,16659,21570,38223,16651,21578,38238,False
gaba,neuron5,17127,172682,15867,15997,22248,22378,36837,36967,15932,22313,36902,15919,22343,36902,False
gaba,neuron5,17127,18923,15219,15349,24840,24970,40959,41089,15284,24905,41024,15281,24913,40989,False
gaba,neuron5,17127,29702451168,17029,17159,22948,23078,37737,37867,17094,23013,37802,17085,23026,37806,False
gaba,neuron5,17127,30509010973,16682,16812,20923,21053,38497,38627,16747,20988,38562,16759,20992,38546,False
gaba,neuron5,17127,10694,16690,16820,21352,21482,38098,38228,16755,21417,38163,16753,21390,38167,False
gaba,neuron5,17127,13995,16733,16863,25121,25251,39814,39944,16798,25186,39879,16783,25175,39882,False
gaba,neuron5,17127,13995,16636,16766,21346,21476,38072,38202,16701,21411,38137,16695,21377,38117,False
gaba,neuron5,17127,32171574030,15951,16081,23685,23815,40351,40481,16016,23750,40416,16027,23740,40424,False
gaba,neuron5,17127,30105728098,16795,16925,21724,21854,37760,37890,16860,21789,37825,16845,21794,37832,False
gaba,neuron5,17127,29702483133,16983,17113,22905,23035,36912,37042,17048,22970,36977,17049,22970,36994,False
gaba,neuron5,17127,16919,16968,17098,22392,22522,36000,36130,17033,22457,36065,17035,22449,36081,False
gaba,neuron5,17127,13995,16659,16789,21788,21918,37650,37780,16724,21853,37715,16732,21837,37726,False
gaba,neuron5,17127,13995,15347,15477,24749,24879,40747,40877,15412,24814,40812,15403,24823,40796,False
gaba,neuron5,17127,10694,16709,16839,23768,23898,40103,40233,16774,23833,40168,16786,23831,40181,False
gaba,neuron5,17127,10200,16598,16728,21594,21724,37672,37802,16663,21659,37737,16644,21665,37739,False
gaba,neuron5,17127,32588964051,15276,15406,24979,25109,40815,40945,15341,25044,40880,15337,25004,40895,False
gaba,neuron5,17127,32178722239,16550,16680,25019,25149,39948,40078,16615,25084,40013,16621,25090,40025,False
gaba,neuron5,17127,10200,16665,16795,22188,22318,36848,36978,16730,22253,36913,16733,22254,36940,False
gaba,neuron5,17127,10200,17091,17221,22067,22197,37777,37907,17156,22132,37842,17165,22127,37858,False
gaba,neuron5,17127,10694,16693,16823,22331,22461,36661,36791,16758,22396,36726,16777,22390,36748,False
gaba,neuron5,17127,30105726630,16692,16822,21757,21887,37632,37762,16757,21822,37697,16769,21831,37698,False
gaba,neuron5,17127,32582001363,16757,16887,24016,24146,40445,40575,16822,24081,40510,16840,24082,40531,False
gaba,neuron5,17127,30109305423,17091,17221,22067,22197,37777,37907,17156,22132,37842,17190,22121,37827,False
gaba,neuron5,17127,10694,16746,16876,20811,20941,38433,38563,16811,20876,38498,16828,20871,38501,False
gaba,neuron5,17127,14776,15452,15582,24638,24768,40634,40764,15517,24703,40699,15528,24735,40714,False
gaba,neuron5,17127,32588960572,15197,15327,25041,25171,40609,40739,15262,25106,40674,15274,25089,40675,False
gaba,neuron5,17127,10200,16763,16893,22335,22465,36426,36556,16828,22400,36491,16824,22408,36478,False
gaba,neuron5,17127,14573,16135,16265,23039,23169,37304,37434,16200,23104,37369,16191,23093,37381,False
gaba,neuron5,17127,10694,15256,15386,24833,24963,40884,41014,15321,24898,40949,15303,24906,40957,False
gaba,neuron5,17127,10694,16665,16795,22188,22318,36848,36978,16730,22253,36913,16742,22233,36915,False
gaba,neuron5,17127,10694,17113,17243,23233,23363,36909,37039,17178,23298,36974,17199,23287,36976,False
gaba,neuron5,17127,11991,16913,17043,24460,24590,38971,39101,16978,24525,39036,17004,24521,39042,False
gaba,neuron5,17127,10200,17405,17535,23598,23728,37121,37251,17470,23663,37186,17479,23671,37175,False
gaba,neuron5,17127,10694,15268,15398,25013,25143,40938,41068,15333,25078,41003,15321,25090,41005,False
gaba,neuron5,17127,13995,16957,17087,22893,23023,36978,37108,17022,22958,37043,17039,22966,37039,False
gaba,neuron5,17127,30105726588,16633,16763,21899,22029,37571,37701,16698,21964,37636,16708,21969,37657,False
gaba,neuron5,17127,10200,15276,15406,24979,25109,40815,40945,15341,25044,40880,15356,25049,40870,False
gaba,neuron5,17127,14776,15239,15369,24850,24980,40930,41060,15304,24915,40995,15281,24902,40982,False
gaba,neuron5,17127,29698828789,15805,15935,22109,22239,36925,37055,15870,22174,36990,15859,22160,36985,False
gaba,neuron5,17127,13995,16663,16793,20905,21035,38301,38431,16728,20970,38366,16714,20984,38365,False
gaba,neuron5,17127,10694,16719,16849,21240,21370,38193,38323,16784,21305,38258,16766,21292,38262,False
gaba,neuron5,17127,13995,16665,16795,22188,22318,36848,36978,16730,22253,36913,16743,22263,36926,False
gaba,neuron5,17127,30105728443,16795,16925,21724,21854,37760,37890,16860,21789,37825,16855,21799,37843,False
gaba,neuron5,17127,11322,15459,15589,24545,24675,40527,40657,15524,24610,40592,15540,24586,40617,False
gaba,neuron5,17127,11991,16684,16814,21281,21411,38059,38189,16749,21346,38124,16727,21362,38128,False
gaba,neuron5,17127,10200,16978,17108,22419,22549,36088,36218,17043,22484,36153,17059,22501,36133,False
gaba,neuron6,18781,25595680288,20619,20749,22384,22514,32310,32440,20684,22449,32375,20672,22449,32358,False
gaba,neuron6,18781,23940069227,20288,20418,20368,20498,29915,30045,20353,20433,29980,20364,20437,29987,False
gaba,neuron6,18781,102678,19898,20028,17121,17251,30272,30402,19963,17186,30337,19958,17187,30354,False
gaba,neuron6,18781,101025,20662,20792,16863,16993,32458,32588,20727,16928,32523,20733,16918,32544,False
gaba,neuron6,18781,25965,19133,19263,23342,23472,35285,35415,19198,23407,35350,19203,23383,35352,False
