neuron_class,gt_neurotransmitter,max_nt_value,conf,body,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
neuron5,dopamine,0.9177008271217346,0.985,5813071348,5813071348,542376096,23610.0,23640.0,18929.0,18959.0,13411.0,13441.0,23626,18951,13431,23624,18937,13421,False
neuron5,dopamine,0.7252783179283142,0.973,5813071348,5813071348,633793553,14175.0,14205.0,16434.5,16464.5,10533.0,10563.0,14191,16442,10545,14189,16457,10551,False
neuron5,dopamine,0.4117380678653717,0.989,5813071348,5813071348,944729312,5316.0,5346.0,20625.0,20655.0,16573.5,16603.5,5330,20646,16587,5332,20634,16590,False
neuron6,dopamine,0.9495456218719482,0.959,1224258912,1224258912,1224249917,25322.5,25352.5,18114.5,18144.5,18635.0,18665.0,25332,18125,18650,25343,18134,18650,False
neuron6,dopamine,0.4105275273323059,0.957,1224258912,1224258912,326521082,29453.0,29483.0,19783.0,19813.0,21799.0,21829.0,29469,19809,21808,29467,19787,21820,False
neuron6,dopamine,0.7877129316329956,0.961,1224258912,1224258912,1292514773,29912.0,29942.0,20911.5,20941.5,20823.5,20853.5,29916,20932,20842,29938,20921,20835,False
neuron6,dopamine,0.5881660580635071,0.978,1224258912,1224258912,1320480289,30405.5,30435.5,23397.5,23427.5,22518.0,22548.0,30424,23408,22533,30417,23417,22533,False
neuron6,dopamine,0.9134642481803894,0.989,1224258912,1224258912,1040056887,24152.0,24182.0,20659.5,20689.5,21149.5,21179.5,24172,20675,21165,24162,20674,21164,False
neuron6,dopamine,0.5092763304710388,0.99,1224258912,1224258912,1224945418,30117.5,30147.5,24578.0,24608.0,22698.5,22728.5,30137,24592,22719,30128,24594,22708,False
neuron6,dopamine,0.6916570663452148,0.966,1224258912,1224258912,606362007,22339.0,22369.0,22009.0,22039.0,21664.5,21694.5,22350,22028,21683,22358,22020,21676,False
neuron6,dopamine,0.8461410999298096,0.977,1224258912,1224258912,1194246820,26946.5,26976.5,21313.0,21343.0,20553.5,20583.5,26967,21327,20565,26956,21329,20572,False
neuron6,dopamine,0.900709867477417,0.994,1224258912,1224258912,1128092885,29470.0,29500.0,20478.0,20508.0,21508.5,21538.5,29480,20488,21524,29490,20498,21523,False
neuron6,dopamine,0.6912789940834045,0.976,1224258912,1224258912,729824475,28518.5,28548.5,21692.0,21722.0,21478.0,21508.0,28536,21702,21493,28531,21712,21493,False
neuron6,dopamine,0.6299991607666016,0.996,1224258912,1224258912,1289026707,23473.0,23503.0,18606.0,18636.0,20286.0,20316.0,23478,18623,20303,23498,18619,20299,False
neuron6,dopamine,0.8367481827735901,0.973,1224258912,1224258912,453765256,26758.5,26788.5,18095.5,18125.5,18929.5,18959.5,26779,18116,18941,26768,18105,18948,False
neuron6,dopamine,0.8337146043777466,0.98,1224258912,1224258912,981362334,20988.5,21018.5,23105.5,23135.5,22469.0,22499.0,21003,23115,22483,21004,23126,22485,False
neuron6,dopamine,0.4694158136844635,0.98,1224258912,1224258912,766864238,26527.0,26557.0,18027.5,18057.5,19262.0,19292.0,26542,18038,19283,26542,18047,19271,False
neuron6,dopamine,0.7023910880088806,0.994,1224258912,1224258912,1132163803,24399.5,24429.5,19617.5,19647.5,19307.0,19337.0,24421,19627,19326,24408,19638,19318,False
neuron7,dopamine,0.6763690114021301,0.967,5813020684,5813020684,978716112,30093.0,30123.0,22427.0,22457.0,15179.5,15209.5,30111,22436,15193,30105,22448,15196,False
neuron7,dopamine,0.6732640266418457,0.975,5813020684,5813020684,1036637638,30426.0,30456.0,24652.0,24682.0,17871.5,17901.5,30452,24662,17889,30430,24672,17884,False
neuron7,dopamine,0.8431938290596008,0.964,5813020684,5813020684,915960391,24346.5,24376.5,20951.5,20981.5,14191.5,14221.5,24363,20961,14213,24360,20972,14200,False
neuron7,dopamine,0.5115751028060913,0.975,5813020684,5813020684,979066072,30672.0,30702.0,22242.5,22272.5,16246.5,16276.5,30680,22264,16263,30694,22251,16260,False
neuron7,dopamine,0.9152078032493592,0.978,5813020684,5813020684,1040402220,30116.5,30146.5,23107.0,23137.0,15986.5,16016.5,30132,23120,15997,30131,23124,16006,False
neuron7,dopamine,0.6117076277732849,0.971,5813020684,5813020684,329289084,22526.0,22556.0,22372.0,22402.0,15687.0,15717.0,22545,22387,15698,22537,22387,15706,False
neuron7,dopamine,0.6617002487182617,0.957,5813020684,5813020684,946990515,32008.0,32038.0,23083.5,23113.5,17100.0,17130.0,32026,23097,17110,32020,23100,17120,False
neuron7,dopamine,0.7179313898086548,0.955,5813020684,5813020684,5813061177,27686.0,27716.0,22517.0,22547.0,15586.0,15616.0,27695,22527,15601,27707,22537,15601,False
neuron7,dopamine,0.830428957939148,0.974,5813020684,5813020684,360310976,18572.0,18602.0,26724.0,26754.0,7528.0,7558.0,18588,26738,7538,18586,26740,7548,False
neuron7,dopamine,0.5766279697418213,0.983,5813020684,5813020684,916305683,24479.0,24509.0,22176.5,22206.5,15243.0,15273.0,24494,22184,15262,24494,22199,15254,False
neuron7,dopamine,0.5419038534164429,0.973,5813020684,5813020684,915964590,23123.5,23153.5,23053.5,23083.5,16054.5,16084.5,23145,23068,16069,23132,23069,16070,False
neuron7,dopamine,0.517716646194458,0.987,5813020684,5813020684,329289084,31593.5,31623.5,24078.5,24108.5,18334.5,18364.5,31607,24086,18352,31610,24101,18347,False
neuron7,dopamine,0.6789208054542542,0.951,5813020684,5813020684,915610256,24121.0,24151.0,20514.5,20544.5,13906.5,13936.5,24137,20527,13918,24135,20532,13925,False
neuron7,dopamine,0.7720186710357666,0.959,5813020684,5813020684,946308203,20426.5,20456.5,24825.5,24855.5,18413.5,18443.5,20448,24844,18429,20435,24837,18428,False
neuron7,dopamine,0.5603228807449341,0.995,5813020684,5813020684,946990515,31364.0,31394.0,23432.0,23462.0,16972.0,17002.0,31377,23454,16986,31381,23440,16988,False
neuron8,dopamine,0.8837626576423645,0.976,1289359184,1289359184,1164545788,21361.0,21391.0,21833.5,21863.5,20210.0,20240.0,21381,21846,20225,21371,21851,20225,False
neuron8,dopamine,0.7938746809959412,0.969,1289359184,1289359184,818796911,27693.0,27723.0,19722.5,19752.5,18151.0,18181.0,27708,19732,18169,27708,19743,18163,False
neuron8,dopamine,0.5007556080818176,0.989,1289359184,1289359184,755950242,23356.0,23386.0,22116.5,22146.5,20536.5,20566.5,23365,22136,20557,23377,22127,20546,False
neuron8,dopamine,0.5893709659576416,0.974,1289359184,1289359184,1382218098,30860.0,30890.0,20843.5,20873.5,19852.5,19882.5,30881,20857,19868,30869,20860,19867,False
neuron8,dopamine,0.8678315281867981,0.981,1289359184,1289359184,1101133698,23022.0,23052.0,20293.0,20323.0,18504.5,18534.5,23045,20304,18523,23029,20312,18516,False
neuron8,dopamine,0.5297440886497498,0.952,1289359184,1289359184,673746277,31079.0,31109.0,22581.5,22611.5,21662.0,21692.0,31102,22603,21668,31086,22590,21686,False
neuron8,dopamine,0.3814983367919922,0.955,1289359184,1289359184,976190756,15721.5,15751.5,26115.5,26145.5,17228.0,17258.0,15747,26136,17246,15726,26125,17240,False
neuron8,dopamine,0.5005804300308228,0.976,1289359184,1289359184,5813061722,26018.0,26048.0,21660.0,21690.0,18508.0,18538.0,26030,21681,18526,26036,21669,18520,False
neuron8,dopamine,0.5819809436798096,0.952,1289359184,1289359184,724267537,27333.5,27363.5,20248.5,20278.5,19324.5,19354.5,27349,20264,19347,27348,20263,19332,False
neuron8,dopamine,0.3955092430114746,0.989,1289359184,1289359184,858030363,30815.5,30845.5,23945.5,23975.5,20986.0,21016.0,30825,23956,21002,30836,23965,21000,False
neuron8,dopamine,0.4896444380283355,0.964,1289359184,1289359184,1101794211,23132.0,23162.0,19116.5,19146.5,18765.0,18795.0,23148,19130,18776,23146,19133,18784,False
neuron8,dopamine,0.4770410358905792,0.984,1289359184,1289359184,1350837738,31837.0,31867.0,21367.5,21397.5,19683.5,19713.5,31854,21389,19703,31850,21376,19694,False
neuron8,dopamine,0.5639305710792542,0.977,1289359184,1289359184,1100797044,20320.0,20350.0,24420.5,24450.5,22904.5,22934.5,20329,24437,22918,20341,24434,22921,False
neuron8,dopamine,0.5420950651168823,0.976,1289359184,1289359184,519046655,21479.0,21509.0,21616.0,21646.0,21179.5,21209.5,21494,21630,21201,21494,21632,21188,False
neuron8,dopamine,0.7607681751251221,0.994,1289359184,1289359184,1249098351,21829.0,21859.0,18941.0,18971.0,19152.5,19182.5,21850,18954,19167,21838,18958,19168,False
neuron9,dopamine,0.9139138460159302,0.968,328533761,328533761,517445395,10400.0,10430.0,28011.5,28041.5,11477.0,11507.0,10413,28021,11491,10417,28032,11493,False
neuron9,dopamine,0.7168845534324646,0.987,328533761,328533761,486850582,7744.5,7774.5,18365.0,18395.0,10107.5,10137.5,7760,18383,10129,7759,18377,10116,False
neuron9,dopamine,0.6846576929092407,0.99,328533761,328533761,787227302,9730.0,9760.0,15711.5,15741.5,12461.5,12491.5,9752,15726,12478,9738,15727,12475,False
neuron9,dopamine,0.5711439251899719,0.997,328533761,328533761,358874595,8568.0,8598.0,26845.0,26875.0,7172.5,7202.5,8584,26854,7189,8582,26866,7186,False
neuron9,dopamine,0.6686568856239319,0.997,328533761,328533761,452651486,10224.0,10254.0,27459.5,27489.5,9780.0,9810.0,10233,27477,9794,10245,27472,9796,False
neuron9,dopamine,0.8281226754188538,0.973,328533761,328533761,828597380,17471.0,17501.0,28072.5,28102.5,12790.5,12820.5,17479,28092,12804,17493,28083,12807,False
neuron9,dopamine,0.7895935773849487,0.987,328533761,328533761,5813071348,13423.0,13453.0,13279.5,13309.5,10733.5,10763.5,13449,13302,10750,13427,13287,10747,False
neuron9,dopamine,0.9732868075370787,0.983,328533761,328533761,515096130,12108.5,12138.5,24539.5,24569.5,8296.5,8326.5,12122,24562,8311,12125,24547,8312,False
neuron9,dopamine,0.7201592326164246,0.951,328533761,328533761,1670265016,9922.0,9952.0,14967.5,14997.5,14023.0,14053.0,9937,14978,14034,9937,14987,14042,False
neuron9,dopamine,0.9955539107322692,0.988,328533761,328533761,5813087454,15249.5,15279.5,22015.0,22045.0,9080.0,9110.0,15267,22030,9092,15262,22030,9098,False
neuron9,dopamine,0.5212610960006714,0.975,328533761,328533761,453031248,7871.0,7901.0,18282.5,18312.5,10309.0,10339.0,7885,18299,10314,7887,18296,10334,False
neuron9,dopamine,0.9186246991157532,0.994,328533761,328533761,389929872,12848.5,12878.5,27354.0,27384.0,8878.0,8908.0,12870,27370,8900,12857,27368,8886,False
neuron9,dopamine,0.8119106292724609,0.952,328533761,328533761,357160116,10065.0,10095.0,24362.0,24392.0,7005.5,7035.5,10084,24378,7020,10076,24376,7021,False
neuron9,dopamine,0.5587518215179443,0.955,328533761,328533761,480586157,9822.0,9852.0,16910.0,16940.0,14597.0,14627.0,9836,16925,14617,9838,16925,14607,False
neuron9,dopamine,0.9720407724380492,0.99,328533761,328533761,5813009989,13465.5,13495.5,25925.5,25955.5,8508.0,8538.0,13479,25936,8522,13482,25945,8524,False
neuron10,dopamine,0.3425711989402771,0.965,792040520,792040520,822708945,12909.5,12939.5,18983.0,19013.0,19045.5,19075.5,12920,18997,19066,12929,18999,19055,False
neuron10,dopamine,0.6704556941986084,0.992,792040520,792040520,796733478,11128.0,11158.0,23037.0,23067.0,18288.5,18318.5,11138,23054,18302,11148,23050,18305,False
neuron10,dopamine,0.5687178373336792,0.991,792040520,792040520,1038956078,12664.0,12694.0,15301.0,15331.0,19786.5,19816.5,12681,15314,19798,12677,15318,19805,False
neuron10,dopamine,0.7925276756286621,0.991,792040520,792040520,549175510,11619.0,11649.0,25464.0,25494.0,16732.5,16762.5,11642,25475,16752,11626,25483,16743,False
neuron10,dopamine,0.7913835644721985,0.985,792040520,792040520,5813027276,8945.0,8975.0,22321.5,22351.5,21064.5,21094.5,8960,22340,21086,8960,22333,21073,False
neuron10,dopamine,0.8782010674476624,0.992,792040520,792040520,1099964617,15853.5,15883.5,15905.5,15935.5,21413.0,21443.0,15865,15926,21427,15872,15915,21429,False
neuron10,dopamine,0.7222761511802673,0.965,792040520,792040520,885168486,12542.0,12572.0,25274.5,25304.5,17061.0,17091.0,12552,25290,17081,12562,25289,17071,False
neuron10,dopamine,0.8811599016189575,0.997,792040520,792040520,483708083,11623.0,11653.0,21205.5,21235.5,15416.5,15446.5,11626,21228,15445,11650,21213,15418,False
neuron10,dopamine,0.9464226961135864,0.993,792040520,792040520,765050884,11039.5,11069.5,22645.0,22675.0,22464.5,22494.5,11057,22669,22482,11052,22651,22477,False
neuron10,dopamine,0.743711531162262,0.981,792040520,792040520,796754549,11834.0,11864.0,25278.5,25308.5,17037.5,17067.5,11851,25289,17059,11847,25298,17046,False
neuron10,dopamine,0.4661737382411957,0.997,792040520,792040520,478591447,12331.0,12361.0,19624.0,19654.0,18530.0,18560.0,12346,19645,18546,12346,19633,18544,False
neuron10,dopamine,0.9758634567260742,0.973,792040520,792040520,5813020846,9334.0,9364.0,18446.5,18476.5,14708.5,14738.5,9346,18453,14730,9352,18470,14717,False
neuron10,dopamine,0.9422995448112488,0.962,792040520,792040520,5813075024,9901.5,9931.5,23497.5,23527.5,14987.0,15017.0,9916,23506,15004,9917,23519,15000,False
neuron10,dopamine,0.9863935112953186,0.995,792040520,792040520,821340054,11377.5,11407.5,20960.0,20990.0,15642.0,15672.0,11389,20971,15654,11396,20979,15660,False
neuron10,dopamine,0.6507409811019897,0.979,792040520,792040520,5813021109,17382.0,17412.0,24533.0,24563.0,30843.0,30873.0,17401,24550,30858,17393,24546,30858,False
neuron11,dopamine,0.7634917497634888,0.956,1224941044,1224941044,732034061,27222.0,27252.0,18125.5,18155.5,18768.0,18798.0,27243,18144,18782,27231,18137,18784,False
neuron11,dopamine,0.8408216238021851,0.969,1224941044,1224941044,1065751225,28161.5,28191.5,21180.5,21210.5,21166.0,21196.0,28171,21195,21186,28182,21196,21176,False
neuron11,dopamine,0.7729851007461548,0.98,1224941044,1224941044,1223969004,25438.0,25468.0,18425.0,18455.0,18846.0,18876.0,25457,18445,18858,25449,18435,18864,False
neuron11,dopamine,0.7009959816932678,0.981,1224941044,1224941044,1224595289,23823.0,23853.0,20320.0,20350.0,20919.5,20949.5,23829,20330,20940,23847,20340,20929,False
neuron11,dopamine,0.718566358089447,0.959,1224941044,1224941044,390667603,27906.5,27936.5,21093.0,21123.0,21453.0,21483.0,27926,21103,21468,27917,21113,21468,False
neuron11,dopamine,0.8882563710212708,0.956,1224941044,1224941044,1135902737,23126.0,23156.0,19413.5,19443.5,20436.0,20466.0,23147,19428,20447,23135,19429,20455,False
neuron11,dopamine,0.7727837562561035,0.983,1224941044,1224941044,1255285060,23647.5,23677.5,21623.5,21653.5,20952.5,20982.5,23657,21634,20966,23668,21643,20969,False
neuron11,dopamine,0.7780461311340332,0.997,1224941044,1224941044,1286315478,23155.0,23185.0,21737.0,21767.0,20695.5,20725.5,23170,21752,20718,23170,21752,20703,False
