neurotransmitter,neuron_class,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
acetylcholine,neuron1,13476,14912698301,26072,26202,20097,20227,18607,18737,26137,20162,18672,26128,20146,18678,False
acetylcholine,neuron1,13476,11223085726,26583,26713,20841,20971,14148,14278,26648,20906,14213,26620,20900,14217,False
acetylcholine,neuron1,13476,12896536676,29007,29137,25357,25487,16051,16181,29072,25422,16116,29073,25394,16130,False
acetylcholine,neuron1,13476,11223085140,26583,26713,20841,20971,14148,14278,26648,20906,14213,26648,20875,14217,False
acetylcholine,neuron1,13476,15285,27249,27379,26475,26605,13823,13953,27314,26540,13888,27309,26530,13913,False
acetylcholine,neuron1,13476,10231,27957,28087,24139,24269,14986,15116,28022,24204,15051,28008,24193,15054,False
acetylcholine,neuron1,13476,10231,29659,29789,25618,25748,15038,15168,29724,25683,15103,29746,25643,15096,False
acetylcholine,neuron1,13476,27276,27362,27492,24217,24347,15833,15963,27427,24282,15898,27418,24268,15888,False
acetylcholine,neuron1,13476,15150,28343,28473,25720,25850,13855,13985,28408,25785,13920,28418,25773,13943,False
acetylcholine,neuron1,13476,11926,27861,27991,25864,25994,17836,17966,27926,25929,17901,27903,25923,17899,False
acetylcholine,neuron1,13476,9620541382,25833,25963,26360,26490,12340,12470,25898,26425,12405,25918,26427,12399,False
acetylcholine,neuron1,13476,13685176811,25859,25989,20618,20748,17411,17541,25924,20683,17476,25915,20666,17477,False
acetylcholine,neuron1,13476,20891,28326,28456,25755,25885,13828,13958,28391,25820,13893,28400,25860,13899,False
acetylcholine,neuron1,13476,13167,27555,27685,25861,25991,13950,14080,27620,25926,14015,27621,25937,14002,False
acetylcholine,neuron1,13476,25841,26117,26247,20127,20257,18519,18649,26182,20192,18584,26191,20174,18560,False
acetylcholine,neuron1,13476,13306931578,29373,29503,25351,25481,17042,17172,29438,25416,17107,29455,25388,17115,False
acetylcholine,neuron1,13476,10677,28520,28650,26281,26411,12494,12624,28585,26346,12559,28571,26355,12561,False
acetylcholine,neuron1,13476,12468382082,27181,27311,22805,22935,15933,16063,27246,22870,15998,27262,22868,16023,False
acetylcholine,neuron1,13476,13299777354,28374,28504,24653,24783,16877,17007,28439,24718,16942,28423,24711,16945,False
acetylcholine,neuron1,13476,23517,28680,28810,23833,23963,21607,21737,28745,23898,21672,28753,23935,21669,False
acetylcholine,neuron1,13476,26473,29030,29160,26309,26439,14367,14497,29095,26374,14432,29105,26388,14443,False
acetylcholine,neuron1,13476,14131063849,27861,27991,25864,25994,17836,17966,27926,25929,17901,27900,25898,17899,False
acetylcholine,neuron1,13476,13306891957,29848,29978,25584,25714,17227,17357,29913,25649,17292,29930,25642,17296,False
acetylcholine,neuron1,13476,11262197551,28947,29077,26233,26363,14275,14405,29012,26298,14340,29004,26313,14349,False
acetylcholine,neuron1,13476,13303317911,28604,28734,25149,25279,16787,16917,28669,25214,16852,28638,25201,16829,False
acetylcholine,neuron1,13476,12457722746,26895,27025,21171,21301,15453,15583,26960,21236,15518,26950,21204,15527,False
acetylcholine,neuron2,14411,15001,14497,14627,33651,33781,47973,48103,14562,33716,48038,14534,33745,48059,False
acetylcholine,neuron2,14411,11792,16620,16750,34783,34913,54295,54425,16685,34848,54360,16668,34847,54358,False
acetylcholine,neuron2,14411,40452837122,13727,13857,34666,34796,50899,51029,13792,34731,50964,13803,34720,50995,False
acetylcholine,neuron2,14411,39211197730,14513,14643,33271,33401,48889,49019,14578,33336,48954,14611,33340,48971,False
acetylcholine,neuron2,14411,11780,16849,16979,34076,34206,53706,53836,16914,34141,53771,16916,34122,53790,False
acetylcholine,neuron2,14411,42515258077,14604,14734,35985,36115,52875,53005,14669,36050,52940,14674,36010,52958,False
acetylcholine,neuron2,14411,14389,15359,15489,37453,37583,54549,54679,15424,37518,54614,15413,37504,54621,False
acetylcholine,neuron2,14411,42115634653,16278,16408,37807,37937,52347,52477,16343,37872,52412,16349,37886,52400,False
acetylcholine,neuron2,14411,22931,16483,16613,33797,33927,47611,47741,16548,33862,47676,16536,33870,47692,False
acetylcholine,neuron2,14411,91876,14545,14675,35617,35747,52567,52697,14610,35682,52632,14596,35667,52643,False
acetylcholine,neuron2,14411,14420,13274,13404,33635,33765,49040,49170,13339,33700,49105,13340,33717,49102,False
acetylcholine,neuron2,14411,42918694562,16560,16690,34911,35041,53327,53457,16625,34976,53392,16624,34995,53391,False
acetylcholine,neuron2,14411,11744,16567,16697,34750,34880,54377,54507,16632,34815,54442,16626,34813,54426,False
acetylcholine,neuron2,14411,22739,13919,14049,36144,36274,53391,53521,13984,36209,53456,13944,36216,53436,False
acetylcholine,neuron2,14411,39200586742,14872,15002,31341,31471,48961,49091,14937,31406,49026,14943,31421,49017,False
acetylcholine,neuron2,14411,44973967819,16200,16330,35327,35457,55999,56129,16265,35392,56064,16275,35415,56067,False
acetylcholine,neuron2,14411,38807839433,13600,13730,34053,34183,48334,48464,13665,34118,48399,13640,34090,48397,False
acetylcholine,neuron2,14411,37987372542,16483,16613,33797,33927,47611,47741,16548,33862,47676,16553,33882,47647,False
acetylcholine,neuron2,14411,38793809617,15049,15179,31961,32091,48751,48881,15114,32026,48816,15098,32036,48813,False
acetylcholine,neuron2,14411,11744,14489,14619,34114,34244,47749,47879,14554,34179,47814,14551,34200,47810,False
acetylcholine,neuron2,14411,37990752328,14352,14482,34509,34639,47597,47727,14417,34574,47662,14436,34574,47674,False
acetylcholine,neuron2,14411,10555,13197,13327,32285,32415,49295,49425,13262,32350,49360,13242,32373,49360,False
acetylcholine,neuron2,14411,28762,17617,17747,33300,33430,54298,54428,17682,33365,54363,17686,33381,54374,False
acetylcholine,neuron2,14411,42511994539,18101,18231,35387,35517,52749,52879,18166,35452,52814,18153,35442,52804,False
acetylcholine,neuron2,14411,37983838916,16483,16613,33797,33927,47611,47741,16548,33862,47676,16569,33861,47645,False
acetylcholine,neuron2,14411,39207584089,13872,14002,32523,32653,49014,49144,13937,32588,49079,13923,32595,49088,False
acetylcholine,neuron2,14411,38793807734,15017,15147,32303,32433,48406,48536,15082,32368,48471,15065,32368,48483,False
acetylcholine,neuron2,14411,43725331099,17617,17747,33300,33430,54298,54428,17682,33365,54363,17683,33360,54335,False
acetylcholine,neuron2,14411,42918658956,16937,17067,35254,35384,54387,54517,17002,35319,54452,17004,35321,54476,False
acetylcholine,neuron2,14411,10474,18627,18757,34125,34255,53422,53552,18692,34190,53487,18677,34203,53500,False
acetylcholine,neuron2,14411,38790310131,15847,15977,31432,31562,48478,48608,15912,31497,48543,15900,31486,48576,False
acetylcholine,neuron2,14411,43329166450,18311,18441,35089,35219,53818,53948,18376,35154,53883,18360,35162,53880,False
acetylcholine,neuron2,14411,43749982007,16264,16394,36929,37059,54586,54716,16329,36994,54651,16330,37001,54674,False
acetylcholine,neuron2,14411,27528,18488,18618,36629,36759,53047,53177,18553,36694,53112,18573,36667,53114,False
acetylcholine,neuron2,14411,11792,16478,16608,37869,37999,53221,53351,16543,37934,53286,16509,37925,53273,False
acetylcholine,neuron2,14411,42911776547,18627,18757,34125,34255,53422,53552,18692,34190,53487,18687,34209,53485,False
acetylcholine,neuron2,14411,154800,14425,14555,34110,34240,47794,47924,14490,34175,47859,14507,34170,47870,False
acetylcholine,neuron2,14411,14420,13792,13922,33828,33958,48344,48474,13857,33893,48409,13847,33898,48399,False
acetylcholine,neuron2,14411,102868,15236,15366,37548,37678,54489,54619,15301,37613,54554,15270,37592,54562,False
acetylcholine,neuron2,14411,11792,17778,17908,35074,35204,53986,54116,17843,35139,54051,17814,35165,54041,False
acetylcholine,neuron2,14411,12068,16908,17038,35129,35259,54354,54484,16973,35194,54419,16958,35174,54415,False
acetylcholine,neuron2,14411,43732332256,16622,16752,34479,34609,54627,54757,16687,34544,54692,16710,34527,54671,False
acetylcholine,neuron2,14411,14389,15706,15836,35302,35432,54277,54407,15771,35367,54342,15756,35380,54330,False
acetylcholine,neuron2,14411,26983,15175,15305,37458,37588,54506,54636,15240,37523,54571,15239,37539,54567,False
acetylcholine,neuron2,14411,44560114944,16441,16571,35021,35151,55448,55578,16506,35086,55513,16505,35086,55492,False
acetylcholine,neuron2,14411,19767,13872,14002,32523,32653,49014,49144,13937,32588,49079,13921,32576,49078,False
acetylcholine,neuron2,14411,38390527638,15387,15517,33364,33494,47795,47925,15452,33429,47860,15441,33435,47874,False
acetylcholine,neuron2,14411,42508307516,15981,16111,35277,35407,53208,53338,16046,35342,53273,16052,35349,53250,False
acetylcholine,neuron2,14411,42094331441,15319,15449,34874,35004,53550,53680,15384,34939,53615,15370,34925,53598,False
acetylcholine,neuron2,14411,39617895990,13135,13265,32426,32556,49334,49464,13200,32491,49399,13183,32495,49392,False
acetylcholine,neuron3,10851,12600,26774,26904,37057,37187,27561,27691,26839,37122,27626,26843,37102,27653,False
acetylcholine,neuron3,10851,22833372785,27699,27829,38208,38338,28469,28599,27764,38273,28534,27752,38286,28538,False
acetylcholine,neuron3,10851,19630,25233,25363,36528,36658,30930,31060,25298,36593,30995,25265,36598,30997,False
acetylcholine,neuron3,10851,20641,24763,24893,25800,25930,11642,11772,24828,25865,11707,24842,25875,11721,False
acetylcholine,neuron3,10851,101571,28973,29103,43141,43271,45975,46105,29038,43206,46040,29021,43205,46035,False
acetylcholine,neuron3,10851,18080,28246,28376,38677,38807,31063,31193,28311,38742,31128,28304,38733,31162,False
acetylcholine,neuron3,10851,18710,29225,29355,39862,39992,48378,48508,29290,39927,48443,29301,39915,48439,False
acetylcholine,neuron3,10851,37220782071,30618,30748,41508,41638,46295,46425,30683,41573,46360,30709,41573,46369,False
acetylcholine,neuron3,10851,11056,23818,23948,25420,25550,9961,10091,23883,25485,10026,23881,25489,10042,False
acetylcholine,neuron3,10851,18710,29366,29496,43447,43577,48387,48517,29431,43512,48452,29445,43513,48470,False
acetylcholine,neuron3,10851,12482294890,24296,24426,24739,24869,15725,15855,24361,24804,15790,24370,24782,15803,False
acetylcholine,neuron3,10851,12600,27491,27621,38520,38650,29644,29774,27556,38585,29709,27524,38594,29720,False
acetylcholine,neuron3,10851,10910,29185,29315,43455,43585,48398,48528,29250,43520,48463,29224,43536,48432,False
acetylcholine,neuron3,10851,10207,27060,27190,25856,25986,12998,13128,27125,25921,13063,27113,25909,13070,False
acetylcholine,neuron3,10851,7147722086,24995,25125,25119,25249,9001,9131,25060,25184,9066,25085,25192,9058,False
acetylcholine,neuron3,10851,11347,22906,23036,24119,24249,15855,15985,22971,24184,15920,22984,24192,15913,False
acetylcholine,neuron3,10851,23657622157,27491,27621,38520,38650,29644,29774,27556,38585,29709,27533,38585,29727,False
acetylcholine,neuron3,10851,19544,25471,25601,23062,23192,14568,14698,25536,23127,14633,25522,23113,14624,False
acetylcholine,neuron3,10851,38044795989,27384,27514,42452,42582,47570,47700,27449,42517,47635,27480,42519,47622,False
acetylcholine,neuron3,10851,152393,30094,30224,42384,42514,47228,47358,30159,42449,47293,30136,42474,47277,False
acetylcholine,neuron3,10851,24895800325,28006,28136,39962,40092,31170,31300,28071,40027,31235,28072,40041,31245,False
acetylcholine,neuron3,10851,17597,23223,23353,23380,23510,11032,11162,23288,23445,11097,23305,23445,11096,False
acetylcholine,neuron3,10851,15108,23105,23235,39450,39580,46742,46872,23170,39515,46807,23158,39550,46844,False
acetylcholine,neuron3,10851,13519,28287,28417,39268,39398,29870,30000,28352,39333,29935,28360,39353,29922,False
acetylcholine,neuron3,10851,20925,29733,29863,40181,40311,48135,48265,29798,40246,48200,29797,40227,48225,False
acetylcholine,neuron3,10851,10363,30618,30748,41508,41638,46295,46425,30683,41573,46360,30691,41586,46369,False
acetylcholine,neuron3,10851,13306500075,23657,23787,25487,25617,16654,16784,23722,25552,16719,23740,25544,16748,False
acetylcholine,neuron3,10851,12397,26400,26530,42556,42686,47866,47996,26465,42621,47931,26446,42606,47963,False
acetylcholine,neuron3,10851,23824,28287,28417,39268,39398,29870,30000,28352,39333,29935,28360,39333,29955,False
acetylcholine,neuron3,10851,38052065105,29791,29921,43492,43622,47317,47447,29856,43557,47382,29844,43545,47399,False
acetylcholine,neuron3,10851,12489286273,23317,23447,25699,25829,15464,15594,23382,25764,15529,23367,25770,15541,False
acetylcholine,neuron3,10851,23744,27228,27358,38640,38770,30288,30418,27293,38705,30353,27283,38731,30358,False
acetylcholine,neuron3,10851,40092986847,26726,26856,41873,42003,49812,49942,26791,41938,49877,26818,41955,49881,False
acetylcholine,neuron3,10851,29767,28973,29103,43141,43271,45975,46105,29038,43206,46040,29025,43219,46035,False
acetylcholine,neuron3,10851,24039555722,25888,26018,35076,35206,30038,30168,25953,35141,30103,25945,35130,30089,False
acetylcholine,neuron3,10851,23250922957,28520,28650,39645,39775,30048,30178,28585,39710,30113,28588,39735,30094,False
acetylcholine,neuron3,10851,19756,22967,23097,24626,24756,9612,9742,23032,24691,9677,23058,24675,9673,False
acetylcholine,neuron3,10851,18994,28520,28650,39645,39775,30048,30178,28585,39710,30113,28568,39719,30117,False
acetylcholine,neuron3,10851,8778409205,23223,23353,23380,23510,11032,11162,23288,23445,11097,23301,23457,11096,False
acetylcholine,neuron3,10851,11258262442,23922,24052,25699,25829,13912,14042,23987,25764,13977,23976,25744,14008,False
acetylcholine,neuron3,10851,19544,25288,25418,23168,23298,13553,13683,25353,23233,13618,25369,23238,13620,False
acetylcholine,neuron3,10851,10374,24296,24426,24739,24869,15725,15855,24361,24804,15790,24381,24822,15782,False
acetylcholine,neuron3,10851,10363,31069,31199,42268,42398,47095,47225,31134,42333,47160,31128,42311,47145,False
acetylcholine,neuron3,10851,11838,24791,24921,22457,22587,10697,10827,24856,22522,10762,24840,22537,10757,False
acetylcholine,neuron3,10851,163344,30123,30253,42438,42568,47169,47299,30188,42503,47234,30195,42488,47224,False
acetylcholine,neuron3,10851,18868,23457,23587,22800,22930,10156,10286,23522,22865,10221,23504,22857,10226,False
acetylcholine,neuron3,10851,24895800098,28006,28136,39962,40092,31170,31300,28071,40027,31235,28077,39992,31240,False
acetylcholine,neuron3,10851,40107301163,28772,28902,43822,43952,50259,50389,28837,43887,50324,28832,43907,50296,False
acetylcholine,neuron3,10851,12749,26552,26682,35947,36077,30872,31002,26617,36012,30937,26620,36032,30964,False
acetylcholine,neuron3,10851,10283,23778,23908,36626,36756,41206,41336,23843,36691,41271,23854,36661,41253,False
acetylcholine,neuron4,11346,26127058649,30535,30665,39869,39999,32770,32900,30600,39934,32835,30610,39904,32822,False
acetylcholine,neuron4,11346,27339844784,23001,23131,37127,37257,34155,34285,23066,37192,34220,23074,37166,34220,False
acetylcholine,neuron4,11346,10150,33302,33432,29866,29996,35377,35507,33367,29931,35442,33375,29937,35456,False
acetylcholine,neuron4,11346,12581,23442,23572,34124,34254,31588,31718,23507,34189,31653,23521,34168,31672,False
acetylcholine,neuron4,11346,27722879756,35425,35555,33059,33189,34599,34729,35490,33124,34664,35495,33108,34693,False
acetylcholine,neuron4,11346,10150,31384,31514,39398,39528,33085,33215,31449,39463,33150,31440,39447,33141,False
acetylcholine,neuron4,11346,28140268174,35161,35291,33823,33953,34985,35115,35226,33888,35050,35237,33896,35042,False
acetylcholine,neuron4,11346,28136730082,35111,35241,33660,33790,34958,35088,35176,33725,35023,35148,33734,35020,False
acetylcholine,neuron4,11346,26130359124,27159,27289,40384,40514,32688,32818,27224,40449,32753,27245,40414,32741,False
acetylcholine,neuron4,11346,10547,34011,34141,36848,36978,32544,32674,34076,36913,32609,34045,36917,32606,False
acetylcholine,neuron4,11346,30633685129,28141,28271,38477,38607,38006,38136,28206,38542,38071,28228,38545,38086,False
acetylcholine,neuron4,11346,29391739154,24499,24629,37368,37498,36925,37055,24564,37433,36990,24555,37458,36992,False
acetylcholine,neuron4,11346,30633684765,28141,28271,38477,38607,38006,38136,28206,38542,38071,28197,38526,38065,False
acetylcholine,neuron4,11346,26533948728,31398,31528,39409,39539,32798,32928,31463,39474,32863,31476,39494,32864,False
acetylcholine,neuron4,11346,27722879115,35425,35555,33059,33189,34599,34729,35490,33124,34664,35501,33142,34693,False
acetylcholine,neuron4,11346,22844146134,29487,29617,39705,39835,28647,28777,29552,39770,28712,29552,39752,28708,False
acetylcholine,neuron4,11346,25720164751,29597,29727,40482,40612,32543,32673,29662,40547,32608,29631,40568,32613,False
acetylcholine,neuron4,11346,24856525222,23529,23659,34011,34141,30763,30893,23594,34076,30828,23575,34086,30809,False
acetylcholine,neuron4,11346,28140267305,35119,35249,33861,33991,35057,35187,35184,33926,35122,35193,33961,35107,False
acetylcholine,neuron4,11346,30216142337,26596,26726,37879,38009,37880,38010,26661,37944,37945,26648,37937,37936,False
acetylcholine,neuron4,11346,29346450435,33432,33562,30597,30727,36457,36587,33497,30662,36522,33495,30684,36510,False
acetylcholine,neuron4,11346,14456,32167,32297,38576,38706,35860,35990,32232,38641,35925,32242,38615,35917,False
acetylcholine,neuron4,11346,27722878174,35439,35569,32970,33100,34554,34684,35504,33035,34619,35490,33024,34604,False
acetylcholine,neuron4,11346,11945,31808,31938,38916,39046,33927,34057,31873,38981,33992,31875,38966,33983,False
acetylcholine,neuron4,11346,11538,35219,35349,33731,33861,35055,35185,35284,33796,35120,35299,33801,35123,False
acetylcholine,neuron4,11346,27722878698,35439,35569,32970,33100,34554,34684,35504,33035,34619,35506,33023,34604,False
acetylcholine,neuron4,11346,27305408094,35161,35291,33823,33953,34985,35115,35226,33888,35050,35235,33900,35023,False
acetylcholine,neuron4,11346,17444,33099,33229,34447,34577,40073,40203,33164,34512,40138,33144,34520,40142,False
acetylcholine,neuron4,11346,28522168421,33056,33186,29996,30126,35656,35786,33121,30061,35721,33086,30074,35726,False
acetylcholine,neuron4,11346,18670,27208,27338,40449,40579,32734,32864,27273,40514,32799,27255,40526,32811,False
acetylcholine,neuron4,11346,12405,27159,27289,40384,40514,32688,32818,27224,40449,32753,27215,40477,32780,False
acetylcholine,neuron4,11346,25829,34011,34141,36848,36978,32544,32674,34076,36913,32609,34072,36951,32606,False
acetylcholine,neuron4,11346,101891,31380,31510,39411,39541,32863,32993,31445,39476,32928,31411,39473,32915,False
acetylcholine,neuron4,11346,15781,34011,34141,36848,36978,32544,32674,34076,36913,32609,34061,36927,32606,False
acetylcholine,neuron4,11346,31436785012,28670,28800,35955,36085,39083,39213,28735,36020,39148,28756,36019,39148,False
acetylcholine,neuron4,11346,26540944547,30424,30554,40012,40142,32763,32893,30489,40077,32828,30496,40089,32842,False
acetylcholine,neuron4,11346,18515,35425,35555,33059,33189,34599,34729,35490,33124,34664,35474,33105,34668,False
acetylcholine,neuron4,11346,44171581618,24720,24850,38385,38515,55420,55550,24785,38450,55485,24802,38463,55505,False
acetylcholine,neuron4,11346,26127059759,30535,30665,39869,39999,32770,32900,30600,39934,32835,30575,39921,32840,False
acetylcholine,neuron4,11346,25829,33263,33393,37981,38111,31879,32009,33328,38046,31944,33332,38055,31957,False
acetylcholine,neuron4,11346,31001943363,32372,32502,32849,32979,38525,38655,32437,32914,38590,32447,32900,38596,False
acetylcholine,neuron4,11346,10885,25243,25373,39659,39789,34552,34682,25308,39724,34617,25318,39750,34596,False
acetylcholine,neuron4,11346,32247194970,33099,33229,34447,34577,40073,40203,33164,34512,40138,33195,34522,40142,False
acetylcholine,neuron4,11346,12596,29653,29783,40330,40460,30620,30750,29718,40395,30685,29705,40370,30677,False
acetylcholine,neuron4,11346,10726,25313,25443,34189,34319,28420,28550,25378,34254,28485,25382,34238,28485,False
acetylcholine,neuron4,11346,29353687971,35514,35644,31613,31743,36651,36781,35579,31678,36716,35555,31662,36731,False
acetylcholine,neuron4,11346,28582228861,32167,32297,38576,38706,35860,35990,32232,38641,35925,32231,38623,35949,False
acetylcholine,neuron4,11346,26130321666,27173,27303,40334,40464,32732,32862,27238,40399,32797,27253,40374,32768,False
acetylcholine,neuron4,11346,48101,26694,26824,29176,29306,30661,30791,26759,29241,30726,26761,29263,30709,False
acetylcholine,neuron4,11346,25656132709,24824,24954,30860,30990,31982,32112,24889,30925,32047,24903,30918,32043,False
acetylcholine,neuron5,12663,45359951515,21494,21624,31887,32017,56398,56528,21559,31952,56463,21577,31947,56475,False
acetylcholine,neuron5,12663,30172783104,14498,14628,31567,31697,37758,37888,14563,31632,37823,14572,31640,37788,False
acetylcholine,neuron5,12663,44549657255,18471,18601,33697,33827,55284,55414,18536,33762,55349,18557,33772,55379,False
acetylcholine,neuron5,12663,40859694274,14427,14557,33922,34052,51147,51277,14492,33987,51212,14474,34000,51177,False
acetylcholine,neuron5,12663,10884,16964,17094,35427,35557,55789,55919,17029,35492,55854,17021,35501,55892,False
acetylcholine,neuron5,12663,30176360120,15005,15135,31809,31939,37637,37767,15070,31874,37702,15075,31862,37714,False
acetylcholine,neuron5,12663,16678,16689,16819,32774,32904,48100,48230,16754,32839,48165,16734,32846,48166,False
acetylcholine,neuron5,12663,30176360299,14947,15077,31824,31954,37665,37795,15012,31889,37730,15038,31869,37731,False
acetylcholine,neuron5,12663,41241864899,16114,16244,29785,29915,51552,51682,16179,29850,51617,16188,29842,51604,False
acetylcholine,neuron5,12663,31393276592,15145,15275,29849,29979,39386,39516,15210,29914,39451,15218,29914,39466,False
acetylcholine,neuron5,12663,44953018622,19849,19979,32542,32672,56030,56160,19914,32607,56095,19923,32578,56131,False
acetylcholine,neuron5,12663,37941692206,20822,20952,27367,27497,47361,47491,20887,27432,47426,20876,27409,47405,False
acetylcholine,neuron5,12663,31000646920,15350,15480,32934,33064,38621,38751,15415,32999,38686,15405,33000,38655,False
acetylcholine,neuron5,12663,37555827021,16973,17103,31371,31501,47119,47249,17038,31436,47184,17021,31436,47185,False
acetylcholine,neuron5,12663,30961655833,14787,14917,26970,27100,38830,38960,14852,27035,38895,14829,27053,38912,False
acetylcholine,neuron5,12663,15241,14546,14676,28864,28994,38950,39080,14611,28929,39015,14580,28939,39026,False
acetylcholine,neuron5,12663,30583254682,16317,16447,31673,31803,38025,38155,16382,31738,38090,16362,31731,38096,False
acetylcholine,neuron5,12663,37941690785,20822,20952,27367,27497,47361,47491,20887,27432,47426,20870,27468,47438,False
acetylcholine,neuron5,12663,35072745137,20587,20717,28063,28193,43683,43813,20652,28128,43748,20633,28114,43751,False
acetylcholine,neuron5,12663,11902,19411,19541,33160,33290,56218,56348,19476,33225,56283,19471,33219,56258,False
acetylcholine,neuron5,12663,44560195572,17879,18009,35039,35169,55663,55793,17944,35104,55728,17958,35130,55731,False
acetylcholine,neuron5,12663,15241,14874,15004,31441,31571,39129,39259,14939,31506,39194,14925,31486,39218,False
acetylcholine,neuron5,12663,31807286902,16836,16966,30545,30675,39758,39888,16901,30610,39823,16896,30629,39841,False
acetylcholine,neuron5,12663,29362762149,15682,15812,33262,33392,36485,36615,15747,33327,36550,15748,33323,36526,False
acetylcholine,neuron5,12663,37145428509,16876,17006,31000,31130,46171,46301,16941,31065,46236,16931,31069,46250,False
acetylcholine,neuron5,12663,14874,15209,15339,29733,29863,39317,39447,15274,29798,39382,15296,29809,39380,False
acetylcholine,neuron5,12663,45394900622,15747,15877,37419,37549,56786,56916,15812,37484,56851,15834,37474,56829,False
acetylcholine,neuron5,12663,11484,17772,17902,33620,33750,54888,55018,17837,33685,54953,17818,33650,54940,False
acetylcholine,neuron5,12663,10185,16511,16641,36565,36695,56248,56378,16576,36630,56313,16598,36618,56320,False
acetylcholine,neuron5,12663,31386156928,14546,14676,28864,28994,38950,39080,14611,28929,39015,14612,28946,39048,False
acetylcholine,neuron5,12663,31807287604,16836,16966,30545,30675,39758,39888,16901,30610,39823,16894,30601,39855,False
acetylcholine,neuron5,12663,24373,14498,14628,31567,31697,37758,37888,14563,31632,37823,14550,31606,37832,False
acetylcholine,neuron5,12663,29362765014,15613,15743,33192,33322,36592,36722,15678,33257,36657,15661,33250,36669,False
acetylcholine,neuron5,12663,43322098566,17910,18040,34291,34421,54333,54463,17975,34356,54398,17993,34319,54392,False
acetylcholine,neuron5,12663,44945746518,17265,17395,31546,31676,55951,56081,17330,31611,56016,17329,31604,56034,False
acetylcholine,neuron5,12663,10192,17401,17531,31244,31374,55995,56125,17466,31309,56060,17483,31291,56023,False
acetylcholine,neuron5,12663,10470,16836,16966,30545,30675,39758,39888,16901,30610,39823,16917,30601,39827,False
acetylcholine,neuron5,12663,14336,16973,17103,31371,31501,47119,47249,17038,31436,47184,17055,31396,47189,False
acetylcholine,neuron5,12663,44981084892,16511,16641,36565,36695,56248,56378,16576,36630,56313,16600,36611,56303,False
acetylcholine,neuron5,12663,30194050754,15079,15209,34366,34496,37767,37897,15144,34431,37832,15135,34440,37849,False
acetylcholine,neuron5,12663,18087,14498,14628,31567,31697,37758,37888,14563,31632,37823,14574,31615,37846,False
