neuron_class,gt_neurotransmitter,max_nt_value,conf,body,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
neuron6,gaba,0.6256217360496521,0.985,424767514,424767514,5813052909,32644.5,32674.5,29320.5,29350.5,18323.5,18353.5,32654,29329,18339,32665,29342,18338,False
neuron6,gaba,0.991113007068634,0.997,424767514,424767514,5813022811,21618.0,21648.0,32112.5,32142.5,20702.0,20732.0,21633,32126,20709,21633,32129,20725,False
neuron6,gaba,0.6026665568351746,0.996,424767514,424767514,422738252,20796.0,20826.0,31995.0,32025.0,14385.0,14415.0,20811,32010,14409,20811,32010,14391,False
neuron6,gaba,0.7199310064315796,0.989,424767514,424767514,5813058310,20454.5,20484.5,31146.0,31176.0,14969.5,14999.5,20460,31164,14987,20479,31158,14982,False
neuron6,gaba,0.9802917242050172,0.966,424767514,424767514,5813022811,19775.0,19805.0,31384.0,31414.0,16462.0,16492.0,19780,31399,16486,19800,31399,16468,False
neuron6,gaba,0.8987614512443542,0.982,424767514,424767514,5901193671,22943.5,22973.5,30537.5,30567.5,15929.5,15959.5,22958,30559,15953,22959,30546,15936,False
neuron6,gaba,0.7204508781433105,0.987,424767514,424767514,1234386037,15542.0,15572.0,29734.0,29764.0,18134.5,18164.5,15552,29751,18157,15562,29747,18142,False
neuron6,gaba,0.99895441532135,0.981,424767514,424767514,800286386,20117.5,20147.5,30479.0,30509.0,16795.5,16825.5,20137,30503,16814,20128,30485,16807,False
neuron6,gaba,0.7196946144104004,0.987,424767514,424767514,610731053,18332.0,18362.0,30882.0,30912.0,20239.0,20269.0,18343,30901,20245,18351,30893,20263,False
neuron6,gaba,0.9848676323890686,0.967,424767514,424767514,673776769,23193.0,23223.0,33799.0,33829.0,19658.5,19688.5,23213,33821,19680,23203,33807,19667,False
neuron6,gaba,0.8776992559432983,0.991,424767514,424767514,733036127,15650.5,15680.5,30066.0,30096.0,13896.0,13926.0,15655,30079,13911,15676,30083,13911,False
neuron7,gaba,0.9282014966011048,0.998,637121971,637121971,5813056984,4371.5,4401.5,23767.0,23797.0,10904.5,10934.5,4383,23777,10911,4390,23787,10928,False
neuron7,gaba,0.9528675079345704,0.981,637121971,637121971,693483018,3181.0,3211.0,19445.0,19475.0,14012.5,14042.5,3200,19460,14038,3192,19460,14017,False
neuron7,gaba,0.99988853931427,0.998,637121971,637121971,730537677,4729.0,4759.0,21622.5,21652.5,14884.5,14914.5,4738,21643,14901,4750,21632,14898,False
neuron7,gaba,0.8969067335128784,0.953,637121971,637121971,5813024601,3536.5,3566.5,21909.0,21939.0,12426.0,12456.0,3559,21918,12442,3544,21930,12440,False
neuron7,gaba,0.9656414985656738,0.993,637121971,637121971,851684210,4409.5,4439.5,22293.5,22323.5,14597.5,14627.5,4419,22299,14612,4430,22318,14613,False
neuron7,gaba,0.8424364328384399,0.998,637121971,637121971,851684210,4958.5,4988.5,21382.0,21412.0,17137.0,17167.0,4978,21391,17156,4969,21403,17148,False
neuron7,gaba,0.9180240035057068,0.997,637121971,637121971,760225398,5557.5,5587.5,18032.5,18062.5,15344.0,15374.0,5569,18043,15371,5576,18052,15347,False
neuron7,gaba,0.9694795608520508,0.996,637121971,637121971,5812980863,4358.5,4388.5,18076.0,18106.0,13163.0,13193.0,4377,18097,13172,4370,18085,13184,False
neuron7,gaba,0.9719993472099304,0.977,637121971,637121971,581652283,6596.0,6626.0,21959.0,21989.0,9549.0,9579.0,6600,21973,9563,6622,21975,9565,False
neuron7,gaba,0.913702666759491,0.992,637121971,637121971,760566169,5459.5,5489.5,17631.0,17661.0,15292.5,15322.5,5474,17645,15317,5475,17647,15298,False
neuron7,gaba,0.9472814202308656,0.993,637121971,637121971,762263004,4323.0,4353.0,23908.0,23938.0,10760.0,10790.0,4346,23918,10778,4330,23928,10772,False
neuron7,gaba,0.9409240484237672,0.982,637121971,637121971,634712940,3816.5,3846.5,18223.0,18253.0,13192.0,13222.0,3827,18249,13210,3836,18227,13204,False
neuron7,gaba,0.9573265314102172,0.984,637121971,637121971,575384259,4925.5,4955.5,21563.5,21593.5,12982.0,13012.0,4943,21584,13008,4938,21573,12986,False
neuron7,gaba,0.9580585956573486,0.992,637121971,637121971,917450071,5039.5,5069.5,19201.5,19231.5,15715.0,15745.0,5061,19218,15738,5048,19215,15722,False
neuron7,gaba,0.9999997615814208,0.963,637121971,637121971,1070950293,4834.0,4864.0,18413.5,18443.5,16589.5,16619.5,4858,18425,16610,4840,18432,16599,False
neuron8,gaba,0.9505638480186462,0.98,517518166,517518166,296139882,20343.0,20373.0,31365.5,31395.5,14570.0,14600.0,20353,31371,14588,20363,31390,14582,False
neuron8,gaba,0.8842070698738098,0.957,517518166,517518166,577040776,33549.5,33579.5,30564.5,30594.5,20620.0,20650.0,33558,30575,20640,33571,30584,20630,False
neuron8,gaba,0.8661790490150452,0.978,517518166,517518166,5813058048,30804.0,30834.0,29234.0,29264.0,14391.0,14421.0,30824,29256,14414,30814,29242,14398,False
neuron8,gaba,0.6063417196273804,0.983,517518166,517518166,1196854070,13385.0,13415.0,27733.5,27763.5,18361.0,18391.0,13402,27747,18369,13398,27750,18383,False
neuron8,gaba,0.7966974973678589,0.997,517518166,517518166,424767514,14353.5,14383.5,25770.5,25800.5,18533.5,18563.5,14362,25789,18558,14375,25782,18539,False
neuron8,gaba,0.9876370429992676,0.961,517518166,517518166,424789697,23141.0,23171.0,30200.0,30230.0,21340.0,21370.0,23147,30217,21362,23165,30213,21348,False
neuron8,gaba,0.9364650845527648,0.993,517518166,517518166,5813052909,33307.0,33337.0,30434.0,30464.0,20442.5,20472.5,33318,30457,20456,33326,30441,20459,False
neuron8,gaba,0.8000569939613342,0.984,517518166,517518166,800286386,17459.5,17489.5,31909.0,31939.0,16313.0,16343.0,17483,31924,16333,17466,31924,16323,False
neuron8,gaba,0.8304169774055481,0.975,517518166,517518166,985581093,30636.0,30666.0,29605.5,29635.5,14819.0,14849.0,30656,29627,14838,30646,29614,14830,False
neuron8,gaba,0.5371562242507935,0.966,517518166,517518166,1389034086,27896.0,27926.0,28732.5,28762.5,20143.5,20173.5,27918,28750,20152,27904,28745,20165,False
neuron8,gaba,0.8230320811271667,0.983,517518166,517518166,5812981543,15413.5,15443.5,27376.5,27406.5,9863.0,9893.0,15431,27398,9868,15426,27385,9888,False
neuron8,gaba,0.9223035573959352,0.96,517518166,517518166,548730034,33725.0,33755.0,30369.0,30399.0,19979.5,20009.5,33746,30383,19993,33734,30385,19996,False
neuron8,gaba,0.6285725831985474,0.983,517518166,517518166,985580342,30724.0,30754.0,29852.0,29882.0,15060.0,15090.0,30731,29863,15080,30747,29871,15070,False
neuron8,gaba,0.4817308783531189,0.958,517518166,517518166,1483515914,34298.5,34328.5,31652.0,31682.0,21970.0,22000.0,34322,31666,21979,34305,31668,21991,False
neuron8,gaba,0.948340117931366,0.992,517518166,517518166,297251714,21894.5,21924.5,30194.5,30224.5,16289.5,16319.5,21906,30207,16313,21913,30212,16296,False
neuron9,gaba,0.9342109560966492,0.98,5813058137,5813058137,392636270,7604.5,7634.5,17336.0,17366.0,14722.0,14752.0,7610,17348,14734,7629,17354,14740,False
neuron9,gaba,0.9808322191238404,0.993,5813058137,5813058137,735772860,9937.5,9967.5,20202.0,20232.0,13340.0,13370.0,9948,20227,13356,9957,20207,13354,False
neuron9,gaba,0.9824977517127992,0.984,5813058137,5813058137,729867599,7245.5,7275.5,19520.0,19550.0,13982.0,14012.0,7266,19530,13994,7255,19540,14000,False
neuron9,gaba,0.9984776377677916,0.981,5813058137,5813058137,729867599,8910.0,8940.0,20286.0,20316.0,15027.5,15057.5,8924,20299,15050,8926,20303,15035,False
neuron9,gaba,0.7552030086517334,0.991,5813058137,5813058137,424733177,9408.5,9438.5,20931.5,20961.5,11804.5,11834.5,9420,20936,11823,9427,20957,11816,False
neuron9,gaba,0.9730728268623352,0.983,5813058137,5813058137,390953189,4729.0,4759.0,21606.0,21636.0,15602.0,15632.0,4741,21625,15610,4747,21617,15624,False
neuron9,gaba,0.9623228907585144,0.988,5813058137,5813058137,480923210,7361.0,7391.0,19777.5,19807.5,14098.0,14128.0,7380,19787,14120,7372,19798,14106,False
neuron9,gaba,0.9335901141166688,0.975,5813058137,5813058137,946477398,8655.0,8685.0,19782.0,19812.0,13302.0,13332.0,8677,19809,13316,8663,19785,13318,False
neuron9,gaba,0.9472602605819702,0.986,5813058137,5813058137,449568848,9249.5,9279.5,17633.5,17663.5,12979.0,13009.0,9262,17650,13002,9267,17647,12986,False
neuron9,gaba,0.7095618844032288,0.989,5813058137,5813058137,421641859,7549.0,7579.0,20148.5,20178.5,12802.5,12832.5,7570,20159,12819,7558,20168,12816,False
neuron9,gaba,0.8597884178161621,0.99,5813058137,5813058137,579916831,9230.0,9260.0,21269.5,21299.5,12782.5,12812.5,9240,21280,12792,9250,21289,12803,False
neuron9,gaba,0.9127748608589172,0.992,5813058137,5813058137,5813099667,8773.5,8803.5,20931.5,20961.5,12461.5,12491.5,8786,20940,12484,8791,20953,12469,False
neuron9,gaba,0.7816091179847717,0.98,5813058137,5813058137,735772860,6911.0,6941.0,17017.5,17047.5,15252.5,15282.5,6923,17039,15274,6929,17026,15261,False
neuron9,gaba,0.919257879257202,0.974,5813058137,5813058137,759888294,5884.5,5914.5,19523.5,19553.5,15035.0,15065.0,5902,19543,15044,5897,19534,15056,False
neuron9,gaba,0.9448065161705016,0.991,5813058137,5813058137,762961590,7069.0,7099.0,18796.0,18826.0,15152.0,15182.0,7089,18813,15159,7079,18809,15175,False
neuron10,gaba,0.6870800256729126,0.988,1016835041,1016835041,706840303,18204.5,18234.5,29897.0,29927.0,15997.0,16027.0,18214,29905,16017,18225,29919,16007,False
neuron10,gaba,0.9330819249153136,0.977,1016835041,1016835041,608922563,19097.0,19127.0,30033.5,30063.5,14881.0,14911.0,19114,30046,14889,19110,30051,14903,False
neuron10,gaba,0.9024291634559632,0.973,1016835041,1016835041,670297553,19425.0,19455.0,31745.5,31775.5,15249.5,15279.5,19443,31763,15271,19437,31758,15258,False
neuron10,gaba,0.6117749810218811,0.995,1016835041,1016835041,518899665,16463.0,16493.0,30263.0,30293.0,17617.0,17647.0,16481,30272,17623,16475,30284,17641,False
neuron10,gaba,0.939566969871521,0.962,1016835041,1016835041,985813153,31003.0,31033.0,33530.0,33560.0,20337.5,20367.5,31026,33542,20347,31010,33548,20358,False
neuron10,gaba,0.9378215074539183,0.986,1016835041,1016835041,1422110990,31460.0,31490.0,31958.0,31988.0,20892.5,20922.5,31475,31971,20900,31475,31975,20915,False
neuron10,gaba,0.9172176718711852,0.998,1016835041,1016835041,800256481,16698.0,16728.0,30268.0,30298.0,16951.0,16981.0,16709,30282,16959,16717,30284,16973,False
neuron10,gaba,0.9522645473480223,0.96,1016835041,1016835041,608922563,18928.0,18958.0,30205.0,30235.0,14376.5,14406.5,18949,30218,14400,18937,30222,14383,False
neuron10,gaba,0.9517980217933656,0.955,1016835041,1016835041,612371421,19066.0,19096.0,30853.5,30883.5,14891.5,14921.5,19091,30871,14906,19071,30866,14907,False
neuron10,gaba,0.7757807970046997,0.965,1016835041,1016835041,612738462,21449.0,21479.0,29558.5,29588.5,18790.0,18820.0,21463,29575,18794,21465,29572,18816,False
neuron10,gaba,0.9660499691963196,0.968,1016835041,1016835041,984449267,16483.5,16513.5,30027.5,30057.5,18276.5,18306.5,16490,30048,18284,16507,30037,18299,False
neuron10,gaba,0.845110297203064,0.987,1016835041,1016835041,5813032740,18200.0,18230.0,29632.5,29662.5,15648.0,15678.0,18213,29652,15651,18217,29643,15675,False
neuron10,gaba,0.845110297203064,0.987,1016835041,1016835041,796836697,18209.0,18239.0,29643.5,29673.5,15633.5,15663.5,18213,29652,15651,18235,29665,15646,False
neuron10,gaba,0.9970819354057312,0.984,1016835041,1016835041,671005363,16721.5,16751.5,30413.5,30443.5,16763.0,16793.0,16734,30416,16783,16739,30441,16773,False
neuron10,gaba,0.9926803112030028,0.951,1016835041,1016835041,1079687209,31045.0,31075.0,33726.0,33756.0,20135.5,20165.5,31063,33748,20144,31057,33734,20157,False
neuron11,gaba,0.9826987981796264,0.996,5813032740,5813032740,581678043,17616.0,17646.0,30017.5,30047.5,13358.5,13388.5,17628,30040,13367,17634,30025,13380,False
neuron11,gaba,0.9997488856315612,0.986,5813032740,5813032740,456833888,19273.0,19303.0,30219.0,30249.0,15256.0,15286.0,19285,30245,15277,19291,30223,15265,False
neuron11,gaba,0.9876503348350524,0.994,5813032740,5813032740,510278421,17642.5,17672.5,29063.5,29093.5,13646.5,13676.5,17653,29083,13667,17662,29074,13656,False
neuron11,gaba,0.9325198531150818,0.988,5813032740,5813032740,609591891,19932.5,19962.5,28511.0,28541.0,16046.5,16076.5,19953,28530,16068,19942,28522,16055,False
neuron11,gaba,0.7382045984268188,0.983,5813032740,5813032740,518899665,7482.5,7512.5,18539.5,18569.5,19484.0,19514.0,7489,18563,19503,7506,18546,19495,False
neuron11,gaba,0.8198786377906799,0.995,5813032740,5813032740,510278421,14905.0,14935.0,24690.5,24720.5,11448.5,11478.5,14911,24713,11463,14929,24698,11464,False
neuron11,gaba,0.9284367561340332,0.996,5813032740,5813032740,639585968,17762.0,17792.0,30223.0,30253.0,13276.5,13306.5,17772,30229,13290,17782,30247,13293,False
neuron11,gaba,0.946045458316803,0.992,5813032740,5813032740,953410147,17898.0,17928.0,27815.5,27845.5,13317.0,13347.0,17918,27820,13330,17908,27841,13334,False
neuron11,gaba,0.9686402082443236,0.994,5813032740,5813032740,456833888,15574.5,15604.5,24021.0,24051.0,10529.0,10559.0,15590,24032,10537,15589,24040,10551,False
neuron11,gaba,0.9216333627700806,0.992,5813032740,5813032740,640963528,14800.0,14830.0,24742.5,24772.5,11419.0,11449.0,14824,24759,11441,14806,24756,11427,False
neuron11,gaba,0.9585760235786438,0.972,5813032740,5813032740,607886496,14775.5,14805.5,24892.0,24922.0,11408.0,11438.0,14802,24904,11423,14779,24910,11423,False
