neuron_class,gt_neurotransmitter,max_nt_value,conf,body,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
neuron3,octopamine,0.9950856566429138,0.984,329566174,329566174,516504076,18071.0,18101.0,29641.0,29671.0,10630.5,10660.5,18084,29665,10646,18088,29647,10645,False
neuron3,octopamine,0.8966072201728821,0.981,329566174,329566174,423748579,14346.0,14376.0,27939.5,27969.5,9437.5,9467.5,14357,27963,9451,14365,27946,9454,False
neuron3,octopamine,0.9739897847175598,0.959,329566174,329566174,359891881,9080.0,9110.0,27466.0,27496.0,7235.0,7265.0,9084,27484,7244,9106,27478,7256,False
neuron4,octopamine,0.4349260330200195,0.957,821344462,821344462,5812986197,11474.0,11504.0,20794.0,20824.0,19667.5,19697.5,11490,20817,19678,11488,20801,19687,False
neuron4,octopamine,0.3930618464946747,0.994,821344462,821344462,516055524,12419.5,12449.5,19300.5,19330.5,15543.5,15573.5,12433,19317,15566,12436,19314,15551,False
neuron4,octopamine,0.5557442903518677,0.998,821344462,821344462,606447968,12268.5,12298.5,19823.0,19853.0,14113.0,14143.0,12275,19838,14130,12292,19838,14126,False
neuron4,octopamine,0.4822375476360321,0.997,821344462,821344462,669856713,12499.5,12529.5,19649.0,19679.0,14576.5,14606.5,12509,19664,14599,12520,19664,14584,False
neuron4,octopamine,0.428945928812027,0.974,821344462,821344462,1221918930,16507.5,16537.5,13064.5,13094.5,22050.0,22080.0,16526,13078,22062,16519,13081,22068,False
neuron4,octopamine,0.4438463449478149,0.97,821344462,821344462,1069291635,23019.0,23049.0,17188.5,17218.5,20128.5,20158.5,23041,17209,20145,23027,17198,20142,False
neuron4,octopamine,0.7681854367256165,0.978,821344462,821344462,2033503245,17268.5,17298.5,23961.5,23991.5,31343.0,31373.0,17280,23979,31352,17287,23974,31364,False
neuron4,octopamine,0.5557442903518677,0.998,821344462,821344462,605554875,12258.5,12288.5,19826.0,19856.0,14123.5,14153.5,12275,19838,14130,12272,19844,14147,False
neuron4,octopamine,0.5101798176765442,0.97,821344462,821344462,2187986163,19580.0,19610.0,18841.0,18871.0,32526.0,32556.0,19597,18858,32538,19593,18854,32544,False
neuron4,octopamine,0.563947856426239,0.991,821344462,821344462,1039271486,12687.5,12717.5,19572.5,19602.5,15035.0,15065.0,12695,19587,15056,12710,19588,15044,False
neuron4,octopamine,0.7201935648918152,0.993,821344462,821344462,766410805,11764.0,11794.0,23330.0,23360.0,17739.0,17769.0,11779,23353,17754,11779,23337,17754,False
neuron4,octopamine,0.4951053261756897,0.985,821344462,821344462,1225238274,13017.5,13047.5,30478.5,30508.5,27159.5,27189.5,13037,30498,27171,13028,30489,27178,False
neuron4,octopamine,0.5192541480064392,0.986,821344462,821344462,452689494,12411.0,12441.0,19705.0,19735.0,17873.5,17903.5,12431,19726,17897,12421,19714,17880,False
neuron4,octopamine,0.6953888535499573,0.984,821344462,821344462,546661830,20501.5,20531.5,24541.0,24571.0,12941.5,12971.5,20514,24552,12961,20519,24560,12952,False
neuron4,octopamine,0.5101798176765442,0.97,821344462,821344462,5813001697,19599.0,19629.0,18838.0,18868.0,32529.5,32559.5,19597,18858,32538,19631,18848,32551,True
neuron5,octopamine,0.74086594581604,0.998,5813054053,5813054053,1070655552,12446.5,12476.5,21026.0,21056.0,12600.5,12630.5,12466,21039,12620,12457,21043,12611,False
neuron5,octopamine,0.3624661564826965,0.997,5813054053,5813054053,795723912,12812.5,12842.5,22074.5,22104.5,14352.0,14382.0,12819,22088,14382,12836,22091,14352,False
neuron5,octopamine,0.4536698758602142,0.965,5813054053,5813054053,5812988820,18072.0,18102.0,14514.5,14544.5,22558.0,22588.0,18095,14530,22572,18079,14529,22574,False
neuron5,octopamine,0.7392070889472961,0.978,5813054053,5813054053,728230740,20271.5,20301.5,15611.0,15641.0,20379.5,20409.5,20292,15622,20395,20281,15630,20394,False
neuron5,octopamine,0.5452986359596252,0.959,5813054053,5813054053,1013343649,18827.5,18857.5,22158.5,22188.5,16702.0,16732.0,18849,22167,16719,18836,22180,16715,False
neuron5,octopamine,0.4947538077831268,0.967,5813054053,5813054053,5813027276,13686.0,13716.0,29928.5,29958.5,25597.0,25627.0,13706,29938,25609,13696,29949,25615,False
neuron5,octopamine,0.7685239315032959,0.973,5813054053,5813054053,978907009,20215.5,20245.5,15999.5,16029.5,20524.0,20554.0,20235,16011,20536,20226,16018,20542,False
neuron5,octopamine,0.4608539938926697,0.986,5813054053,5813054053,5812986197,7217.5,7247.5,29850.0,29880.0,22737.0,22767.0,7226,29858,22757,7239,29872,22747,False
neuron5,octopamine,0.5452986359596252,0.959,5813054053,5813054053,697580056,18831.5,18861.5,22160.0,22190.0,16707.5,16737.5,18849,22167,16719,18844,22183,16726,False
neuron5,octopamine,0.5105432271957397,0.979,5813054053,5813054053,1481548230,6049.0,6079.0,27163.0,27193.0,21800.5,21830.5,6060,27181,21810,6068,27175,21821,False
neuron5,octopamine,0.8771466612815857,0.954,5813054053,5813054053,1168193427,11130.5,11160.5,24943.5,24973.5,20421.0,20451.0,11149,24964,20435,11142,24953,20437,False
neuron5,octopamine,0.498307853937149,0.995,5813054053,5813054053,1289920105,11887.5,11917.5,27856.0,27886.0,26708.5,26738.5,11899,27868,26731,11906,27874,26716,False
neuron5,octopamine,0.445850521326065,0.994,5813054053,5813054053,1006560977,12346.0,12376.0,16603.5,16633.5,17711.5,17741.5,12364,16627,17736,12358,16610,17717,False
neuron5,octopamine,0.6187195777893066,0.994,5813054053,5813054053,5901222683,17149.0,17179.0,20555.5,20585.5,13663.5,13693.5,17158,20568,13679,17170,20573,13678,False
neuron5,octopamine,0.6747080683708191,0.982,5813054053,5813054053,1411737459,14215.5,14245.5,28645.0,28675.0,24784.5,24814.5,14220,28655,24803,14241,28665,24796,False
neuron6,octopamine,0.5288946032524109,0.984,738155917,738155917,2217833178,3703.0,3733.0,18366.5,18396.5,31208.5,31238.5,3712,18391,31215,3724,18372,31232,False
neuron6,octopamine,0.4924090206623077,0.969,738155917,738155917,944836835,4341.5,4371.5,15503.5,15533.5,28797.0,28827.0,4354,15522,28809,4359,15515,28815,False
neuron6,octopamine,0.9002204537391663,0.964,738155917,738155917,1932747680,6721.0,6751.0,11394.0,11424.0,27792.0,27822.0,6741,11419,27802,6731,11399,27812,False
neuron6,octopamine,0.5937731266021729,0.979,738155917,738155917,2093707981,3679.0,3709.0,17723.0,17753.0,30387.5,30417.5,3688,17739,30401,3700,17737,30404,False
neuron6,octopamine,0.5338042378425598,0.992,738155917,738155917,5813047992,5830.0,5860.0,10911.5,10941.5,27348.0,27378.0,5851,10935,27353,5839,10918,27373,False
neuron6,octopamine,0.5338042378425598,0.992,738155917,738155917,1589636158,5835.0,5865.0,10918.0,10948.0,27348.0,27378.0,5851,10935,27353,5849,10931,27373,False
neuron6,octopamine,0.361242413520813,0.963,738155917,738155917,1965125069,5851.0,5881.0,14333.0,14363.0,29204.0,29234.0,5859,14343,29218,5873,14353,29220,False
neuron6,octopamine,0.5236149430274963,0.976,738155917,738155917,1435454518,4107.5,4137.5,11074.0,11104.0,20743.5,20773.5,4120,11097,20764,4125,11081,20753,False
neuron6,octopamine,0.7250033020973206,0.997,738155917,738155917,1935813192,5122.5,5152.5,16701.5,16731.5,31199.5,31229.5,5139,16705,31208,5136,16728,31221,False
neuron6,octopamine,0.5240494012832642,0.988,738155917,738155917,1261229600,5988.5,6018.5,12459.0,12489.0,27956.5,27986.5,6005,12466,27978,6002,12482,27965,False
neuron6,octopamine,0.6680552363395691,0.983,738155917,738155917,1902735825,6158.0,6188.0,12196.5,12226.5,28143.0,28173.0,6171,12207,28143,6175,12216,28173,False
neuron6,octopamine,0.9002204537391663,0.964,738155917,738155917,1963791085,6727.5,6757.5,11395.0,11425.0,27792.0,27822.0,6741,11419,27802,6744,11401,27812,False
neuron6,octopamine,0.6988435983657837,0.996,738155917,738155917,1200541130,5992.5,6022.5,13079.0,13109.0,28793.0,28823.0,6005,13089,28812,6010,13099,28804,False
neuron6,octopamine,0.5236149430274963,0.976,738155917,738155917,1158191887,4108.5,4138.5,11094.5,11124.5,20754.0,20784.0,4120,11097,20764,4127,11122,20774,False
neuron6,octopamine,0.3871098756790161,0.96,738155917,738155917,1594718110,996.0,1026.0,16841.0,16871.0,23888.5,23918.5,1011,16865,23910,1011,16847,23897,False
neuron7,octopamine,0.9999855756759644,0.974,576825965,576825965,861233275,11816.5,11846.5,29096.5,29126.5,12943.0,12973.0,11838,29112,12960,11825,29111,12956,False
neuron7,octopamine,0.5642282962799072,0.951,576825965,576825965,732777416,19538.0,19568.0,22786.0,22816.0,13486.5,13516.5,19544,22792,13500,19562,22810,13503,False
neuron7,octopamine,0.9972078204154968,0.987,576825965,576825965,921015773,20734.0,20764.0,33016.5,33046.5,13477.5,13507.5,20749,33033,13486,20749,33030,13499,False
neuron7,octopamine,0.9957972764968872,0.977,576825965,576825965,700884019,11553.0,11583.0,19075.0,19105.0,13318.5,13348.5,11564,19083,13339,11572,19097,13328,False
neuron7,octopamine,0.9273003339767456,0.998,576825965,576825965,5813097020,16490.0,16520.0,27796.5,27826.5,22881.0,22911.0,16498,27812,22903,16512,27811,22889,False
neuron7,octopamine,0.9988478422164916,0.989,576825965,576825965,894020730,17336.5,17366.5,31440.5,31470.5,10926.0,10956.0,17350,31451,10939,17353,31460,10943,False
neuron7,octopamine,0.9895170331001282,0.989,576825965,576825965,5812981058,6550.0,6580.0,20524.5,20554.5,19069.0,19099.0,6559,20533,19080,6571,20546,19088,False
neuron7,octopamine,0.972235918045044,0.957,576825965,576825965,487144598,18611.0,18641.0,32266.0,32296.0,10320.5,10350.5,18631,32275,10334,18621,32287,10337,False
neuron7,octopamine,0.9702078104019164,0.963,576825965,576825965,5813021943,11373.5,11403.5,25527.5,25557.5,12580.5,12610.5,11391,25541,12593,11386,25544,12598,False
neuron7,octopamine,0.9997403025627136,0.996,576825965,576825965,487144598,11571.5,11601.5,21310.5,21340.5,12320.5,12350.5,11581,21327,12330,11592,21324,12341,False
neuron7,octopamine,0.9846735000610352,0.965,576825965,576825965,5813057105,19561.5,19591.5,13960.0,13990.0,19306.5,19336.5,19573,13966,19316,19580,13984,19327,False
neuron7,octopamine,0.9995819926261902,0.991,576825965,576825965,550413337,22120.0,22150.0,26152.0,26182.0,13361.0,13391.0,22129,26178,13378,22141,26156,13374,False
neuron7,octopamine,0.9852396249771118,0.954,576825965,576825965,860896571,9977.0,10007.0,29033.0,29063.0,14498.0,14528.0,9995,29039,14517,9989,29057,14509,False
neuron7,octopamine,0.999575674533844,0.989,576825965,576825965,518930199,22592.0,22622.0,25559.0,25589.0,11872.5,11902.5,22601,25568,11881,22613,25580,11894,False
neuron7,octopamine,0.9990532994270324,0.96,576825965,576825965,516055524,11068.0,11098.0,20390.0,20420.0,15068.0,15098.0,11083,20409,15086,11083,20401,15080,False
neuron8,octopamine,0.3471549451351166,0.989,917643796,917643796,831295271,31992.5,32022.5,27721.0,27751.0,14606.5,14636.5,32017,27736,14622,31998,27736,14621,False
neuron8,octopamine,0.753932774066925,0.991,917643796,917643796,674781866,11539.5,11569.5,19428.0,19458.0,15111.0,15141.0,11558,19443,15121,11551,19443,15131,False
neuron8,octopamine,0.4696407318115234,0.973,917643796,917643796,549282467,19282.5,19312.5,19947.0,19977.0,21036.5,21066.5,19290,19958,21058,19305,19966,21045,False
neuron8,octopamine,0.4210419654846191,0.997,917643796,917643796,859839499,10965.0,10995.0,31530.0,31560.0,27097.0,27127.0,10984,31538,27112,10976,31552,27112,False
neuron8,octopamine,0.7708157300949097,0.995,917643796,917643796,5813094802,11839.0,11869.0,28534.5,28564.5,26361.5,26391.5,11859,28559,26376,11849,28540,26377,False
neuron8,octopamine,0.5799664855003357,0.996,917643796,917643796,1137499637,14622.0,14652.0,23502.0,23532.0,25001.5,25031.5,14631,23514,25008,14643,23520,25025,False
neuron8,octopamine,0.455219030380249,0.976,917643796,917643796,859489348,11535.0,11565.0,28745.5,28775.5,22714.5,22744.5,11554,28755,22727,11546,28766,22732,False
neuron8,octopamine,0.9405661225318908,0.956,917643796,917643796,1790675377,28693.0,28723.0,19588.0,19618.0,22970.0,23000.0,28702,19597,22982,28714,19609,22988,False
neuron8,octopamine,0.5802794694900513,0.989,917643796,917643796,891582311,16776.5,16806.5,21424.5,21454.5,17240.5,17270.5,16794,21435,17249,16789,21444,17262,False
neuron8,octopamine,0.448882132768631,0.989,917643796,917643796,2187648590,19240.5,19270.5,20403.5,20433.5,32954.0,32984.0,19251,20426,32975,19260,20411,32963,False
neuron8,octopamine,0.4807789623737335,0.986,917643796,917643796,761667057,7789.5,7819.5,23791.0,23821.0,19569.0,19599.0,7801,23813,19583,7808,23799,19585,False
neuron8,octopamine,0.4121010899543762,0.992,917643796,917643796,795723912,17155.0,17185.0,20165.5,20195.5,22710.5,22740.5,17177,20177,22724,17163,20184,22727,False
neuron8,octopamine,0.9405661225318908,0.956,917643796,917643796,1535678806,28688.0,28718.0,19579.5,19609.5,22970.0,23000.0,28702,19597,22982,28704,19592,22988,False
neuron8,octopamine,0.5772384405136108,0.989,917643796,917643796,1043743623,29509.0,29539.0,20208.0,20238.0,25568.0,25598.0,29520,20221,25589,29528,20225,25577,False
neuron8,octopamine,0.4655949771404266,0.992,917643796,917643796,950928506,15168.5,15198.5,16901.0,16931.0,18242.0,18272.0,15188,16923,18257,15179,16909,18257,False
neuron9,octopamine,0.9974363446235656,0.986,5813061260,5813061260,673733299,13300.0,13330.0,27469.5,27499.5,11562.5,11592.5,13319,27487,11576,13311,27482,11579,False
neuron9,octopamine,0.9568533301353456,0.966,5813061260,5813061260,1236933457,27571.0,27601.0,32872.0,32902.0,18544.0,18574.0,27587,32890,18555,27585,32884,18563,False
neuron9,octopamine,0.9993108510971068,0.985,5813061260,5813061260,735941543,24309.0,24339.0,19618.0,19648.0,19448.5,19478.5,24324,19638,19469,24324,19628,19458,False
neuron9,octopamine,0.9517841935157776,0.997,5813061260,5813061260,360284300,14012.0,14042.0,28171.0,28201.0,9148.5,9178.5,14017,28186,9163,14037,28186,9164,False
neuron9,octopamine,0.9995905756950378,0.989,5813061260,5813061260,1268568859,26902.5,26932.5,19927.0,19957.0,23869.5,23899.5,26918,19933,23884,26917,19951,23885,False
neuron9,octopamine,0.9752904772758484,0.98,5813061260,5813061260,1069762072,26026.0,26056.0,18887.5,18917.5,18110.5,18140.5,26044,18903,18122,26038,18902,18129,False
neuron9,octopamine,0.9935746788978576,0.986,5813061260,5813061260,1008041892,26527.5,26557.5,20974.5,21004.5,15756.0,15786.0,26546,20986,15774,26539,20993,15768,False
neuron9,octopamine,0.974967896938324,0.978,5813061260,5813061260,357224041,18792.0,18822.0,24568.5,24598.5,12306.5,12336.5,18802,24581,12328,18812,24586,12315,False
neuron9,octopamine,0.9936635494232178,0.961,5813061260,5813061260,663134970,24514.5,24544.5,31516.5,31546.5,20098.0,20128.0,24533,31531,20108,24526,31532,20118,False
neuron9,octopamine,0.9622777104377748,0.963,5813061260,5813061260,541127846,31745.0,31775.0,25063.5,25093.5,21107.0,21137.0,31760,25086,21122,31760,25071,21122,False
neuron9,octopamine,0.9824013113975524,0.983,5813061260,5813061260,1375266822,21435.5,21465.5,22213.0,22243.0,21893.0,21923.0,21452,22239,21908,21449,22217,21908,False
neuron9,octopamine,0.9244908690452576,0.981,5813061260,5813061260,1384277275,31834.5,31864.5,22647.5,22677.5,22396.0,22426.0,31857,22659,22411,31842,22666,22411,False
neuron9,octopamine,0.9894961714744568,0.995,5813061260,5813061260,579916831,14618.0,14648.0,28780.0,28810.0,8890.5,8920.5,14637,28790,8906,14629,28800,8905,False
neuron9,octopamine,0.8976430296897888,0.965,5813061260,5813061260,1070094367,26755.0,26785.0,19289.5,19319.5,18947.0,18977.0,26776,19304,18961,26764,19305,18963,False
neuron9,octopamine,0.9775055050849916,0.974,5813061260,5813061260,1136273393,31002.0,31032.0,22142.0,22172.0,17274.0,17304.0,31022,22156,17291,31012,22158,17287,False
neuron10,octopamine,0.987593114376068,0.966,941469301,941469301,881221166,23923.0,23953.0,14941.5,14971.5,14792.5,14822.5,23938,14964,14812,23938,14949,14803,False
neuron10,octopamine,0.9420329928398132,0.984,941469301,941469301,881217171,21497.5,21527.5,14329.5,14359.5,13701.5,13731.5,21509,14349,13724,21516,14340,13709,False
neuron10,octopamine,0.9995403289794922,0.976,941469301,941469301,632544268,24567.5,24597.5,13630.0,13660.0,16671.5,16701.5,24580,13641,16681,24585,13649,16692,False
neuron10,octopamine,0.994936227798462,0.991,941469301,941469301,509410587,22929.5,22959.5,14653.5,14683.5,13799.5,13829.5,22941,14666,13806,22948,14671,13823,False
neuron10,octopamine,0.9870447516441344,0.977,941469301,941469301,5813014873,25282.5,25312.5,14755.0,14785.0,17158.0,17188.0,25295,14766,17179,25300,14774,17167,False
neuron10,octopamine,0.5917898416519165,0.956,941469301,941469301,1034219901,18894.0,18924.0,11863.0,11893.0,14756.0,14786.0,18909,11876,14766,18909,11880,14776,False
neuron10,octopamine,0.980878472328186,0.989,941469301,941469301,880875736,21897.5,21927.5,14303.0,14333.0,14351.0,14381.0,21914,14320,14373,21911,14316,14359,False
neuron10,octopamine,0.994167685508728,0.995,941469301,941469301,478375456,24180.5,24210.5,14789.0,14819.0,15071.0,15101.0,24195,14809,15092,24196,14799,15080,False
neuron10,octopamine,0.9975149631500244,0.973,941469301,941469301,1095275456,18891.0,18921.0,11125.0,11155.0,16506.5,16536.5,18901,11143,16526,18911,11137,16517,False
neuron10,octopamine,0.8773564100265503,0.964,941469301,941469301,786989395,19689.5,19719.5,13681.5,13711.5,14435.0,14465.0,19702,13692,14452,19707,13701,14448,False
neuron10,octopamine,0.988836109638214,0.979,941469301,941469301,910783883,22396.0,22426.0,13771.0,13801.0,14991.0,15021.0,22418,13793,15009,22404,13779,15003,False
neuron10,octopamine,0.9971627593040466,0.985,941469301,941469301,1286315568,19140.0,19170.0,13327.0,13357.0,14219.5,14249.5,19158,13340,14230,19152,13344,14239,False
neuron10,octopamine,0.9832789301872252,0.973,941469301,941469301,5813077544,25490.0,25520.0,13770.5,13800.5,17736.0,17766.0,25495,13779,17749,25515,13792,17753,False
neuron10,octopamine,0.9999204874038696,0.98,941469301,941469301,5813027103,20543.0,20573.0,13903.5,13933.5,13984.5,14014.5,20553,13917,13996,20563,13920,14003,False
neuron10,octopamine,0.9134066700935364,0.985,941469301,941469301,5813077544,25498.5,25528.5,14992.5,15022.5,17402.0,17432.0,25507,15007,17416,25520,15008,17418,False
neuron11,octopamine,0.4624907970428467,0.994,730709173,730709173,1970896637,1140.0,1170.0,20863.5,20893.5,29160.5,29190.5,1155,20878,29180,1155,20879,29171,False
neuron11,octopamine,0.7609422206878662,0.987,730709173,730709173,5813075792,3461.5,3491.5,15373.5,15403.5,26333.0,26363.0,3468,15387,26344,3485,15390,26352,False
neuron11,octopamine,0.4953340590000152,0.966,730709173,730709173,1530266099,3251.5,3281.5,13867.0,13897.0,22104.5,22134.5,3267,13885,22124,3266,13879,22115,False
neuron11,octopamine,0.2249384075403213,0.969,730709173,730709173,5901211087,783.5,813.5,20345.5,20375.5,25981.0,26011.0,793,20366,25990,804,20355,26002,False
neuron11,octopamine,0.6024519801139832,0.998,730709173,730709173,1873734612,2892.0,2922.0,16054.0,16084.0,29724.0,29754.0,2907,16072,29734,2907,16066,29744,False
neuron11,octopamine,0.3475444316864013,0.99,730709173,730709173,1290209390,5727.0,5757.0,11955.5,11985.5,27580.0,27610.0,5740,11971,27603,5744,11970,27587,False
neuron11,octopamine,0.2706955373287201,0.975,730709173,730709173,5813045346,3870.0,3900.0,11198.0,11228.0,22802.0,22832.0,3888,11208,22818,3882,11218,22816,False
neuron11,octopamine,0.4244123101234436,0.994,730709173,730709173,1841677068,4654.0,4684.0,14740.0,14770.0,28154.0,28184.0,4669,14751,28180,4669,14759,28158,False
neuron11,octopamine,0.4124922752380371,0.979,730709173,730709173,1687170780,3087.5,3117.5,15183.0,15213.0,24551.0,24581.0,3104,15206,24567,3101,15190,24565,False
